EVENT_ID, Time, Latitude, Longitude, Depth, Magnitude, MagnitudeType, BbEnergyMagnitude, BbRuptureDuration, BbStationCount, BbTotalEnergy, HfEnergyMagnitude, HfRuptureDuration, HfStationCount, HfTotalEnergy
347466, 1993 12 10 08 59 39, 20.8396, 121.2328, 36.8, 6.1, mw, 6.0, 52.0, 20, 2.1999999E13, 6.42, 52.0, 12, 1.99999997E13
347782, 1994 02 11 21 17 33, -18.81, 169.1623, 223.7, 6.9, mw, 6.83, 18.0, 16, 4.00000002E14, 7.19, 18.0, 11, 2.69999999E14
347989, 1994 02 12 04 16 27, -10.7633, -128.8418, 15.0, 6.6, mw, 6.43, 39.0, 20, 9.9000003E13, 6.35, 39.0, 14, 1.50000003E13
3480694, 2012 10 17 04 42 31, 4.1906, 124.5733, 337.4, 6.0, MW, 6.13, 22.0, 53, 3.5000001E13, 6.54, 22.0, 40, 2.90000009E13
3480924, 2012 10 20 23 00 32, -13.5646, 166.6005, 35.5, 6.2, MI, 6.1, 24.0, 45, 3.19999999E13, 6.25, 24.0, 30, 1.09999995E13
348447, 1994 02 12 17 58 24, -20.5638, 169.3364, 27.7, 7.0, mw, 6.87, 33.0, 15, 4.49999998E14, 7.15, 33.0, 12, 2.40000004E14
348518, 1993 11 11 00 28 31, 50.1843, -177.4534, 3.0, 6.0, mw, 6.05, 54.0, 28, 2.69999994E13, 6.4, 54.0, 24, 1.80000003E13
349323, 1994 03 14 04 30 16, -1.109, -23.5378, 10.0, 7.0, mw, 6.84, 68.0, 23, 4.09999994E14, 6.99, 68.0, 15, 1.40000004E14
349728, 1994 03 14 20 51 27, 15.9022, -92.4439, 190.1, 6.9, mw, 6.8, 57.0, 18, 3.59999998E14, 7.0, 57.0, 11, 1.40000004E14
350281, 1993 11 13 01 18 04, 51.9077, 158.6605, 34.0, 7.0, mw, 6.7, 66.0, 28, 2.49999997E14, 6.77, 66.0, 26, 6.2999998E13
350828, 1994 01 17 12 30 54, 34.136, -118.5826, 15.9, 6.7, mw, 6.68, 29.0, 23, 2.29999995E14, 6.93, 29.0, 14, 1.10000001E14
351921, 1993 12 16 20 11 22, 53.7752, 171.3888, 9.1, 6.1, mw, 6.23, 48.0, 24, 5.0E13, 6.59, 48.0, 14, 3.39999992E13
3521310, 2012 10 24 00 45 36, 10.1184, -85.3482, 39.4, 6.6, MW, 6.17, 62.0, 51, 3.9999999E13, 6.34, 62.0, 21, 1.50000003E13
353298, 1993 11 17 11 18 50, 51.7926, 158.669, 24.4, 6.0, mw, 5.61, 50.0, 25, 5.8E12, 5.73, 50.0, 15, 1.79999998E12
3533701, 2012 10 28 03 04 10, 52.7692, -131.9273, 17.5, 7.7, MW, 7.48, 89.0, 88, 3.79999996E15, 7.11, 89.0, 72, 2.00000001E14
3533766, 2012 10 28 18 54 21, 52.6329, -132.7013, 8.2, 6.3, MW, 6.11, 38.0, 72, 3.29999995E13, 6.15, 38.0, 34, 7.5000001E12
3533867, 2012 10 30 02 49 02, 52.3236, -131.9077, 9.6, 6.2, MW, 6.0, 35.0, 68, 2.30000008E13, 6.03, 35.0, 25, 4.9999999E12
354266, 1993 11 19 01 43 23, 54.2746, -164.1719, 30.3, 6.1, mb, 6.38, 48.0, 30, 8.3999997E13, 6.73, 48.0, 22, 5.5999998E13
354293, 1993 12 20 13 56 14, -6.8471, 131.374, 5.9, 6.3, mw, 6.77, 66.0, 20, 3.19999994E14, 7.14, 66.0, 18, 2.29999995E14
354805, 1994 01 21 02 24 29, 1.0342, 127.7825, 19.6, 7.0, mw, 7.15, 40.0, 25, 1.20000004E15, 7.24, 40.0, 17, 3.29999987E14
354926, 1994 02 23 08 02 04, 30.8064, 60.5695, 6.0, 6.0, mw, 6.41, 33.0, 21, 9.3000001E13, 6.69, 33.0, 9, 4.8999998E13
355312, 1994 02 24 00 11 12, 30.768, 60.5174, 13.4, 6.2, mw, 6.26, 35.0, 20, 5.5999998E13, 6.59, 35.0, 12, 3.5000001E13
3560976, 2012 11 02 18 17 32, 9.219, 126.161, 37.0, 6.1, MW, 6.19, 58.0, 59, 4.3E13, 6.38, 58.0, 44, 1.69999996E13
3567125, 2012 11 07 16 35 46, 13.988, -91.895, 24.0, 7.4, MW, 7.16, 75.0, 59, 1.20000004E15, 7.02, 75.0, 43, 1.50000005E14
3580118, 2012 11 08 02 01 51, 49.1848, -128.5275, 16.6, 6.3, MW, 6.14, 41.0, 51, 3.6000001E13, 6.3, 41.0, 14, 1.29999999E13
359901, 1994 03 31 22 40 51, -21.9925, -179.5179, 570.5, 6.5, mw, 6.82, 16.0, 15, 3.80000017E14, 7.19, 16.0, 13, 2.80000008E14
3604911, 2012 11 10 14 57 49, -8.9126, -75.0459, 118.1, 5.9, MW, 6.08, 90.0, 41, 3.00000005E13, 6.51, 90.0, 22, 2.59999998E13
3604919, 2012 11 11 01 12 38, 23.005, 95.885, 13.7, 6.8, MW, 6.73, 75.0, 66, 2.80000008E14, 6.88, 75.0, 48, 9.3999998E13
3604966, 2012 11 11 22 14 59, 14.129, -92.164, 20.0, 6.4, MW, 6.03, 59.0, 47, 2.50000001E13, 6.34, 59.0, 13, 1.39999995E13
3612170, 2012 11 12 20 42 14, 57.792, -142.855, 9.0, 6.3, MW, 6.31, 39.0, 75, 6.5000002E13, 6.45, 39.0, 31, 2.09999993E13
361506, 1994 05 01 12 00 36, 36.9268, 67.1569, 18.5, 6.1, mw, 6.13, 49.0, 17, 3.5000001E13, 6.57, 49.0, 15, 3.29999995E13
362244, 1994 05 02 17 14 03, -1.1017, 97.544, 37.5, 6.1, mw, 6.3, 53.0, 25, 6.4E13, 6.67, 53.0, 18, 4.6000002E13
362624, 1994 06 02 18 17 37, -10.4132, 112.9264, 38.9, 7.8, mw, 6.83, 98.0, 27, 3.90000009E14, 6.74, 98.0, 19, 5.7E13
362627, 1994 06 02 18 17 51, -10.3615, 113.1288, 33.0, 7.8, MW, 6.8, 89.0, 27, 3.59999998E14, 6.69, 89.0, 18, 4.8000001E13
363096, 1994 05 03 16 36 45, 10.343, -60.7519, 47.9, 6.2, mw, 5.7, 47.0, 16, 8.1E12, 6.02, 47.0, 9, 4.7999998E12
363524, 1994 05 04 06 37 37, -17.095, 168.274, 221.3, 6.2, mw, 6.05, 22.0, 12, 2.69999994E13, 6.39, 22.0, 10, 1.69999996E13
363690, 1994 07 04 21 36 39, 14.9247, -97.2938, 0.5, 6.0, mw, 6.1, 44.0, 16, 3.19999999E13, 6.12, 44.0, 13, 6.8000002E12
363756, 1994 08 04 22 15 37, -6.314, 131.6059, 27.3, 6.1, mw, 6.52, 44.0, 17, 1.40000004E14, 6.97, 44.0, 10, 1.30000003E14
363816, 1994 06 03 21 06 59, -10.427, 112.9592, 25.9, 6.3, mw, 6.65, 54.0, 27, 2.20000003E14, 6.86, 54.0, 20, 8.9000002E13
364001, 1994 04 05 09 35 45, 51.2746, -178.1446, 23.5, 6.2, mw, 5.81, 59.0, 28, 1.20000002E13, 6.05, 59.0, 18, 5.4000002E12
364109, 1994 06 04 00 57 50, -10.7446, 113.4296, 11.2, 6.2, mw, 6.58, 55.0, 26, 1.70000007E14, 6.7, 55.0, 19, 5.1000002E13
364834, 1994 04 06 12 13 44, -17.3344, 167.8343, 12.4, 6.1, mw, 6.12, 36.0, 15, 3.39999992E13, 6.29, 36.0, 8, 1.20000002E13
3649004, 2012 11 14 19 02 05, -29.1568, -71.2719, 61.8, 6.1, MT, 6.49, 59.0, 47, 1.20000002E14, 6.7, 59.0, 36, 5.0E13
3649015, 2012 11 15 09 20 23, 18.4069, -100.3734, 60.8, 6.0, MT, 5.76, 52.0, 44, 9.9000003E12, 6.02, 52.0, 17, 4.7999998E12
3649288, 2012 11 16 18 12 39, 49.28, 155.425, 29.0, 6.5, MW, 6.3, 57.0, 92, 6.4E13, 6.33, 57.0, 62, 1.39999995E13
3649365, 2012 11 19 09 44 34, -5.7339, 151.6063, 10.0, 5.8, MT, 5.68, 55.0, 44, 7.3E12, 5.76, 55.0, 21, 1.99999999E12
3649552, 2012 11 22 13 07 10, -22.742, -63.571, 516.6, 6.0, MW, 5.9, 23.0, 45, 1.59999999E13, 6.51, 23.0, 21, 2.59999998E13
3650121, 2012 12 02 00 54 22, -16.975, 167.645, 32.0, 6.2, MW, 6.17, 35.0, 35, 4.1000001E13, 6.34, 35.0, 24, 1.50000003E13
3650366, 2012 12 07 08 18 24, 37.8885, 144.0903, 36.0, 7.3, MW, 7.62, 90.0, 79, 6.0999998E15, 7.65, 90.0, 75, 1.30000003E15
3650421, 2012 12 07 18 19 08, -38.3337, 176.0436, 167.2, 6.3, MT, 5.92, 30.0, 31, 1.69999996E13, 6.19, 30.0, 20, 8.5999999E12
3650528, 2012 12 10 16 53 09, -6.5218, 129.8131, 157.6, 7.1, MT, 7.29, 42.0, 60, 1.99999997E15, 7.51, 42.0, 53, 8.3000001E14
3650568, 2012 12 11 06 18 27, 0.5948, 126.2471, 29.7, 5.8, MW, 6.04, 38.0, 43, 2.59999998E13, 6.43, 38.0, 31, 1.99999997E13
365112, 1994 06 05 01 09 31, 24.4589, 121.8583, 19.9, 6.4, mw, 6.49, 37.0, 30, 1.20000002E14, 6.68, 37.0, 20, 4.8000001E13
365874, 1994 04 08 01 10 40, 40.5677, 143.7458, 13.3, 6.4, mw, 6.35, 76.0, 32, 7.6999998E13, 6.53, 76.0, 18, 2.79999991E13
366813, 1994 08 08 21 08 31, 24.7115, 95.2123, 116.1, 6.1, mw, 6.3, 50.0, 28, 6.2999998E13, 6.69, 50.0, 26, 4.8000001E13
367412, 1994 06 06 20 47 43, 2.9932, -76.0286, 32.6, 6.7, mw, 6.94, 35.0, 15, 5.7999997E14, 6.97, 35.0, 12, 1.30000003E14
3675215, 2012 12 14 10 36 18, 32.4135, -119.3722, 11.1, 6.1, MW, 6.15, 41.0, 40, 3.8E13, 6.45, 41.0, 16, 2.09999993E13
3675581, 2012 12 14 10 36 01, 31.2191, -119.5509, 10.0, 6.4, MW, 6.41, 49.0, 57, 9.3000001E13, 6.4, 49.0, 34, 1.80000003E13
367737, 1994 05 10 06 36 28, -28.5061, -63.02, 604.2, 6.9, mw, 7.23, 21.0, 11, 1.60000001E15, 7.63, 21.0, 10, 1.20000004E15
368170, 1994 04 10 23 45 55, 23.7099, 126.8667, 10.2, 6.0, mw, 6.15, 49.0, 25, 3.6999998E13, 6.52, 49.0, 16, 2.69999994E13
368449, 1994 05 11 08 18 15, -2.0171, 99.777, 21.1, 6.5, mw, 6.54, 62.0, 27, 1.50000005E14, 6.83, 62.0, 21, 7.9999999E13
368850, 1994 05 11 21 14 33, -2.0585, 99.7022, 28.0, 6.1, mw, 6.2, 63.0, 25, 4.3999998E13, 6.54, 63.0, 17, 2.90000009E13
369366, 1994 07 13 02 35 56, -16.6372, 167.4808, 31.4, 7.1, mw, 7.17, 53.0, 18, 1.30000003E15, 7.34, 53.0, 15, 4.5999999E14
3694259, 2012 12 15 04 49 30, 52.3444, 173.9648, 29.8, 5.9, MT, 5.88, 48.0, 58, 1.50000003E13, 6.2, 48.0, 30, 9.0000002E12
369471, 1994 06 09 00 33 16, -13.8722, -67.5125, 640.0, 8.2, mw, 8.67, 52.0, 14, 2.19999993E17, 8.94, 52.0, 13, 1.20000003E17
369757, 1994 07 13 11 45 22, -7.5034, 127.8463, 150.4, 6.4, mw, 6.75, 39.0, 24, 3.0000001E14, 7.07, 39.0, 22, 1.79999999E14
370327, 1994 08 14 01 31 17, 44.5824, 149.9882, 54.5, 6.3, mw, 6.11, 45.0, 34, 3.29999995E13, 6.54, 45.0, 22, 2.90000009E13
3712078, 2012 12 15 19 30 02, -4.632, 153.016, 52.0, 6.1, MW, 5.96, 37.0, 40, 1.99999997E13, 6.36, 37.0, 33, 1.59999999E13
3712118, 2012 12 17 09 16 28, -0.7085, 123.8371, 18.5, 6.1, MW, 6.32, 70.0, 48, 6.7000001E13, 6.62, 70.0, 30, 3.9000002E13
372842, 1994 05 18 03 54 00, 44.675, 149.4504, 26.0, 6.1, mw, 5.79, 51.0, 25, 1.09999995E13, 6.06, 51.0, 13, 5.5999998E12
373002, 1994 04 18 17 29 56, -6.4897, 154.9221, 49.3, 6.7, mw, 6.74, 41.0, 21, 2.89999983E14, 6.95, 41.0, 14, 1.20000002E14
3732147, 2009 06 23 14 19 22, -5.1338, 153.8187, 64.9, 6.7, MW, 6.94, 55.0, 67, 5.7000001E14, 7.17, 55.0, 54, 2.49999997E14
373570, 1994 08 18 04 42 57, 44.6331, 150.1388, 14.7, 6.4, mw, 6.39, 54.0, 39, 8.6000001E13, 6.57, 54.0, 29, 3.29999995E13
3740878, 2012 12 21 22 28 09, -14.3824, 167.2596, 207.8, 6.8, MW, 6.59, 26.0, 45, 1.70000007E14, 6.67, 26.0, 30, 4.6000002E13
374690, 1994 08 19 10 02 51, -26.6004, -63.3818, 558.3, 6.5, mw, 6.5, 14.0, 13, 1.30000003E14, 6.78, 14.0, 11, 6.7999998E13
374705, 1994 04 21 03 51 48, -5.7423, 154.0817, 56.9, 6.7, mw, 6.26, 47.0, 21, 5.5999998E13, 6.56, 47.0, 14, 3.10000002E13
375129, 1994 07 21 18 36 30, 42.3668, 132.9135, 458.8, 7.3, mw, 7.58, 39.0, 31, 5.2000001E15, 7.91, 39.0, 29, 3.20000001E15
375216, 1994 06 15 09 22 58, -10.3348, 113.6439, 35.3, 6.2, mw, 6.42, 54.0, 24, 9.5000004E13, 6.49, 54.0, 16, 2.40000004E13
375281, 1994 08 20 04 38 50, 44.5913, 149.1872, 24.4, 6.1, mw, 5.89, 51.0, 35, 1.50000003E13, 6.03, 51.0, 23, 4.9999999E12
376150, 1994 05 23 01 41 44, 18.2259, -100.5384, 68.9, 6.3, mw, 6.03, 89.0, 12, 2.50000001E13, 6.07, 89.0, 8, 5.6999999E12
376251, 1994 05 23 05 36 04, 24.0979, 122.4819, 39.5, 6.2, mw, 5.83, 89.0, 23, 1.20000002E13, 6.01, 89.0, 17, 4.6000002E12
376331, 1994 04 23 15 00 54, -14.1875, 167.5577, 18.2, 6.2, mw, 5.91, 20.0, 18, 1.69999996E13, 5.92, 20.0, 9, 3.40000008E12
376399, 1994 05 23 06 46 15, 35.5409, 24.6968, 67.7, 6.0, mb, 6.12, 29.0, 16, 3.39999992E13, 6.56, 29.0, 15, 3.10000002E13
377038, 1994 07 24 17 55 37, -16.9462, 167.5966, 2.5, 6.3, mw, 6.43, 39.0, 17, 1.0E14, 6.44, 39.0, 12, 2.09999993E13
377086, 1994 08 22 17 26 39, -11.5935, 166.4481, 164.3, 6.2, mw, 6.28, 12.0, 21, 6.0000001E13, 6.65, 12.0, 17, 4.3E13
377237, 1994 05 24 04 00 42, 23.9051, 122.4539, 16.0, 6.6, mw, 6.45, 60.0, 25, 1.0E14, 6.53, 60.0, 22, 2.79999991E13
377499, 1994 06 18 03 25 15, -43.1077, 171.6149, 11.0, 6.7, mw, 6.74, 36.0, 19, 2.89999983E14, 6.9, 36.0, 10, 9.9000003E13
378799, 1994 05 25 04 03 41, -4.1894, 135.5143, 33.0, 6.5, mw, 6.57, 53.0, 20, 1.59999997E14, 6.8, 53.0, 15, 7.1000004E13
378945, 1994 04 27 09 23 27, -21.5219, -173.618, 34.2, 6.3, mw, 6.51, 43.0, 19, 1.30000003E14, 7.03, 43.0, 12, 1.59999997E14
3800250, 2013 01 05 08 58 19, 55.393, -134.652, 10.0, 7.5, MW, 7.33, 61.0, 81, 2.19999996E15, 7.04, 61.0, 67, 1.59999997E14
380123, 1994 05 26 08 26 52, 35.2793, -4.1169, 10.9, 6.0, mw, 5.92, 50.0, 21, 1.69999996E13, 6.32, 50.0, 18, 1.39999995E13
381345, 1994 08 28 18 37 20, 44.7753, 150.0447, 18.6, 6.6, mw, 6.33, 67.0, 37, 6.9E13, 6.47, 67.0, 29, 2.30000008E13
382168, 1994 05 29 14 11 51, 20.5378, 94.1826, 40.0, 6.4, mw, 6.93, 59.0, 27, 5.60000016E14, 7.29, 59.0, 27, 3.90000009E14
382432, 1994 08 30 19 42 47, -6.9567, 124.1554, 614.5, 6.2, mw, 6.14, 20.0, 23, 3.6000001E13, 6.59, 20.0, 19, 3.5000001E13
382641, 1994 08 31 09 07 26, 43.6106, 146.0146, 81.9, 6.2, mw, 6.26, 41.0, 37, 5.5000001E13, 6.58, 41.0, 30, 3.39999992E13
383289, 1994 06 30 09 23 22, 36.4051, 71.1575, 232.1, 6.3, mw, 6.4, 42.0, 25, 8.9000002E13, 6.63, 42.0, 24, 3.9999999E13
383725, 1995 01 01 06 59 54, 40.6492, 143.6021, 7.3, 6.5, mw, 6.3, 72.0, 29, 6.4E13, 6.32, 72.0, 15, 1.29999999E13
383820, 1994 09 01 15 15 53, 40.436, -125.6911, 10.0, 7.1, mw, 7.14, 37.0, 28, 1.20000004E15, 6.99, 37.0, 21, 1.40000004E14
383903, 1994 10 01 16 35 19, -17.7313, 167.6823, 10.0, 6.4, mw, 6.63, 37.0, 19, 2.00000001E14, 6.36, 37.0, 12, 1.59999999E13
386266, 1994 11 04 01 13 22, -9.4076, -71.3044, 617.7, 6.1, mw, 5.86, 28.0, 14, 1.39999995E13, 6.02, 28.0, 11, 4.8999998E12
386277, 1994 10 04 13 22 57, 43.6597, 147.3804, 28.0, 8.2, mw, 8.64, 82.0, 39, 2.10000004E17, 8.61, 82.0, 38, 3.7000001E16
388565, 1994 12 07 03 37 55, -23.4339, -66.6383, 240.5, 6.0, mw, 5.99, 34.0, 14, 2.1999999E13, 6.49, 34.0, 8, 2.40000004E13
389076, 1995 01 06 22 37 37, 40.2297, 142.23, 50.6, 6.9, mw, 7.12, 61.0, 33, 1.09999998E15, 7.26, 61.0, 29, 3.50000006E14
389618, 1995 01 07 02 36 08, 40.2578, 142.4026, 49.6, 6.0, mw, 6.19, 60.0, 28, 4.3999998E13, 6.52, 60.0, 18, 2.69999994E13
3899446, 2009 12 24 00 23 33, 42.2375, 134.7721, 395.7, 6.3, MW, 6.48, 24.0, 70, 1.20000002E14, 6.92, 24.0, 60, 1.10000001E14
3906212, 2013 01 21 22 22 55, 4.9349, 96.1716, 37.3, 5.9, MW, 6.47, 86.0, 58, 1.10000001E14, 6.84, 86.0, 40, 8.3E13
391775, 1994 12 10 16 17 39, 18.1152, -101.4289, 53.8, 6.5, mw, 6.52, 75.0, 18, 1.40000004E14, 6.7, 75.0, 12, 5.0E13
391970, 1994 09 12 06 29 56, -31.1097, -71.7257, 49.2, 6.0, mw, 6.2, 47.0, 14, 4.5E13, 6.51, 47.0, 11, 2.59999998E13
392957, 1994 09 13 04 28 02, 29.2368, 130.0123, 47.8, 6.1, mw, 5.73, 58.0, 24, 9.0000002E12, 6.01, 58.0, 20, 4.7000002E12
393209, 1994 09 13 10 01 32, 7.1413, -76.6693, 13.6, 6.0, mw, 5.9, 43.0, 13, 1.59999999E13, 6.2, 43.0, 9, 8.8999996E12
393270, 1994 12 12 07 41 55, -17.4924, -69.6155, 153.9, 6.3, mw, 6.18, 40.0, 14, 4.1999999E13, 6.4, 40.0, 9, 1.80000003E13
394415, 1995 01 12 10 26 49, 43.9287, 147.1348, 51.0, 6.0, mw, 5.71, 50.0, 29, 8.2000001E12, 6.07, 50.0, 22, 5.6999999E12
395065, 1994 12 14 07 28 53, -9.5585, 159.4277, 16.3, 6.1, mw, 5.94, 62.0, 15, 1.80000003E13, 6.24, 62.0, 8, 9.9999998E12
395230, 1994 09 16 06 20 19, 22.5156, 118.75, 19.0, 6.8, mw, 6.86, 31.0, 33, 4.40000005E14, 6.76, 31.0, 26, 6.2999998E13
3954492, 2013 01 28 16 38 53, 42.605, 79.708, 15.0, 6.2, MW, 6.54, 71.0, 63, 1.50000005E14, 6.79, 71.0, 41, 7.0000002E13
3968128, 2010 03 15 11 08 32, -35.8518, -73.4894, 35.0, 6.2, MW, 6.11, 48.0, 39, 3.29999995E13, 5.92, 48.0, 10, 3.49999989E12
397690, 1994 10 08 21 44 07, -1.2123, 127.9891, 16.6, 6.8, mw, 7.2, 44.0, 32, 1.40000002E15, 7.38, 44.0, 22, 5.20000012E14
397966, 1994 11 14 19 15 30, 13.5459, 121.1352, 31.5, 7.0, mw, 7.18, 63.0, 37, 1.30000003E15, 7.24, 63.0, 28, 3.29999987E14
398309, 1995 01 16 20 46 51, 34.554, 135.0409, 19.0, 6.8, mw, 7.0, 49.0, 34, 7.0999997E14, 7.14, 49.0, 26, 2.29999995E14
399095, 1994 11 15 20 18 11, -5.6177, 110.2594, 567.7, 6.5, mw, 6.39, 18.0, 27, 8.6999998E13, 6.91, 18.0, 21, 1.0E14
400404, 1994 09 23 07 59 38, -3.3827, 148.5925, 33.0, 6.0, mw, 5.99, 39.0, 20, 2.1999999E13, 6.12, 39.0, 8, 6.8000002E12
401024, 1995 01 17 16 54 11, -20.8588, -179.2129, 622.7, 6.3, mw, 6.3, 17.0, 15, 6.2E13, 6.75, 17.0, 8, 5.8999999E13
403307, 1995 01 19 15 05 06, 5.0881, -72.9399, 36.6, 6.5, mw, 6.72, 37.0, 22, 2.69999999E14, 6.76, 37.0, 18, 6.2E13
403819, 1994 10 12 06 43 41, 13.8611, 124.5839, 25.6, 6.4, mw, 6.36, 56.0, 33, 7.9000001E13, 6.71, 56.0, 25, 5.2E13
404433, 1994 11 20 16 59 05, -1.998, 135.9596, 16.0, 6.3, mw, 6.51, 52.0, 21, 1.30000003E14, 6.64, 52.0, 12, 4.1000001E13
404491, 1994 09 28 16 39 53, -5.7648, 110.4166, 660.5, 6.6, mw, 6.46, 22.0, 33, 1.10000001E14, 6.82, 22.0, 29, 7.6E13
404514, 1994 11 20 18 34 34, 4.3066, 97.6288, 159.5, 6.1, mw, 6.11, 44.0, 26, 3.29999995E13, 6.55, 44.0, 22, 3.00000005E13
404986, 1995 01 21 07 30 23, 2.5225, 126.976, 51.2, 6.2, mw, 6.32, 46.0, 22, 6.7999998E13, 6.7, 46.0, 17, 5.1000002E13
405050, 1995 01 21 08 47 30, 43.2579, 146.7499, 65.5, 6.2, mw, 6.6, 54.0, 34, 1.79999999E14, 6.72, 54.0, 28, 5.5000001E13
405083, 1994 10 13 05 04 29, -1.1766, 127.8929, 43.1, 6.4, mw, 6.9, 47.0, 27, 5.09999986E14, 7.08, 47.0, 21, 1.90000008E14
407373, 1994 10 15 00 39 25, -3.7988, 152.1627, 8.8, 6.1, mw, 6.21, 48.0, 22, 4.6999999E13, 6.3, 48.0, 11, 1.29999999E13
407771, 1995 01 24 22 36 37, -5.9273, 154.4265, 55.3, 6.2, mw, 5.6, 43.0, 15, 5.6999999E12, 5.82, 43.0, 8, 2.39999989E12
407943, 1994 12 28 12 19 19, 40.4816, 143.4896, 1.4, 7.7, mw, 7.64, 109.0, 40, 6.4E15, 7.67, 109.0, 36, 1.40000002E15
408648, 1994 10 16 05 09 59, 45.7427, 149.2125, 102.1, 6.7, mw, 6.93, 47.0, 39, 5.7000001E14, 7.22, 47.0, 32, 3.0000001E14
408936, 1994 12 28 20 52 28, 40.0966, 142.7326, 39.7, 6.2, mw, 6.0, 51.0, 28, 2.30000008E13, 6.29, 51.0, 15, 1.20000002E13
409151, 1994 12 28 22 37 47, 40.2886, 143.6612, 20.8, 6.4, mw, 6.18, 72.0, 28, 4.1999999E13, 6.08, 72.0, 9, 5.8E12
409735, 1995 01 27 20 16 52, -4.4419, 134.4761, 22.3, 6.7, mw, 6.84, 52.0, 29, 4.19999986E14, 7.01, 52.0, 19, 1.50000005E14
4098494, 2013 02 06 00 07 22, -10.865, 165.248, 12.6, 6.0, MW, 6.26, 67.0, 43, 5.5999998E13, 6.33, 67.0, 16, 1.39999995E13
4099810, 2013 02 06 01 12 23, -10.7517, 165.0886, 5.7, 8.0, MW, 7.3, 86.0, 50, 1.99999997E15, 7.01, 86.0, 36, 1.50000005E14
4107319, 2013 02 06 06 35 19, -10.784, 164.512, 10.1, 6.1, MW, 6.17, 35.0, 44, 4.1000001E13, 6.54, 35.0, 22, 2.90000009E13
4112769, 2013 02 06 10 33 17, -10.643, 164.764, 10.0, 6.0, MW, 5.94, 35.0, 37, 1.9E13, 6.39, 35.0, 11, 1.69999996E13
4114504, 2013 02 06 11 53 54, -11.2545, 165.7341, 9.9, 5.9, MB, 5.79, 47.0, 39, 1.09999995E13, 6.16, 47.0, 14, 7.8999999E12
411654, 1994 12 30 15 12 28, 18.4713, 145.3708, 251.1, 6.3, mw, 6.11, 51.0, 29, 3.29999995E13, 6.41, 51.0, 21, 1.80000003E13
412528, 1994 10 20 01 15 15, -39.2018, -70.849, 151.7, 6.0, mw, 6.1, 21.0, 11, 3.19999999E13, 6.52, 21.0, 8, 2.69999994E13
4131985, 2013 02 07 00 30 10, -11.658, 164.94, 8.0, 6.0, MW, 5.93, 16.0, 43, 1.80000003E13, 6.07, 16.0, 24, 5.6999999E12
413820, 1995 04 01 05 50 20, 52.2384, 159.0389, 43.8, 6.0, mw, 5.77, 59.0, 38, 9.9999998E12, 5.99, 59.0, 27, 4.29999994E12
414781, 1995 05 02 06 06 07, -3.7829, -76.9263, 116.9, 6.7, mw, 6.67, 47.0, 23, 2.29999995E14, 6.97, 47.0, 20, 1.30000003E14
4157285, 2013 02 07 18 59 16, -11.001, 165.6582, 9.9, 6.6, MT, 6.63, 52.0, 47, 2.00000001E14, 6.55, 52.0, 27, 3.00000005E13
417143, 1995 05 04 02 18 51, 1.8763, 128.5255, 54.6, 6.1, mw, 6.37, 56.0, 27, 8.2000002E13, 6.64, 56.0, 21, 4.1000001E13
417797, 1995 02 05 22 51 05, -37.6567, 178.8912, 21.0, 7.0, mw, 7.34, 46.0, 14, 2.30000008E15, 7.18, 46.0, 9, 2.60000006E14
4179722, 2013 02 08 11 12 13, -10.905, 165.886, 15.9, 6.8, MW, 6.9, 46.0, 50, 5.09999986E14, 6.96, 46.0, 33, 1.30000003E14
418257, 1995 03 06 18 43 40, 2.6859, 118.2224, 16.7, 6.1, mw, 6.03, 43.0, 25, 2.50000001E13, 6.32, 43.0, 17, 1.39999995E13
4184250, 2013 02 08 15 26 39, -10.91, 165.9643, 26.9, 7.0, MW, 7.27, 62.0, 49, 1.79999999E15, 7.18, 62.0, 35, 2.69999999E14
418550, 1995 05 05 03 53 43, 12.6276, 125.2806, 5.3, 7.0, mw, 7.04, 81.0, 30, 8.1000003E14, 6.9, 81.0, 24, 9.9000003E13
419255, 1995 03 08 03 45 58, 16.5656, -59.5639, 8.1, 6.1, mw, 6.27, 39.0, 32, 5.7E13, 6.58, 39.0, 24, 3.39999992E13
419907, 1994 10 27 22 20 27, -25.8069, 179.354, 506.3, 6.6, mw, 6.74, 23.0, 16, 2.89999983E14, 7.06, 23.0, 14, 1.70000007E14
419950, 1995 05 06 01 59 07, 24.9605, 95.2949, 117.6, 6.4, mw, 6.69, 36.0, 32, 2.40000004E14, 7.08, 36.0, 32, 1.90000008E14
4209613, 2013 02 09 14 16 06, 1.1429, -77.3619, 129.2, 7.0, MW, 7.14, 41.0, 49, 1.20000004E15, 7.51, 41.0, 41, 8.3000001E14
421082, 1995 04 07 22 06 59, -15.3361, -173.522, 47.0, 7.4, mw, 7.77, 61.0, 25, 1.00000003E16, 7.46, 61.0, 24, 7.0000001E14
4211244, 2013 02 09 21 02 22, -10.9698, 165.7544, 18.0, 6.5, MT, 6.44, 47.0, 43, 1.0E14, 6.64, 47.0, 28, 4.1000001E13
4211576, 2013 02 14 13 13 53, 67.5802, 142.5926, 10.0, 6.6, MB, 6.74, 40.0, 95, 3.0000001E14, 6.77, 40.0, 81, 6.4E13
4211642, 2013 02 16 04 37 36, 5.7587, 125.8378, 98.1, 6.2, MT, 6.32, 87.0, 53, 6.7999998E13, 6.64, 87.0, 40, 3.9999999E13
