EVENT_ID, Time, Latitude, Longitude, Depth, Magnitude, MagnitudeType, BbEnergyMagnitude, BbRuptureDuration, BbStationCount, BbTotalEnergy, HfEnergyMagnitude, HfRuptureDuration, HfStationCount, HfTotalEnergy
1001377, 2000 08 09 22 56 03, -16.869, 174.337, 67.4, 6.4, Mw, 6.14, 35.0, 28, 3.6999998E13, 6.32, 35.0, 9, 1.39999995E13
1001722, 2000 06 25 06 34 47, 31.101, 131.237, 47.0, 6.0, Mw, 5.55, 46.0, 40, 4.7000002E12, 5.52, 46.0, 28, 8.6999997E11
1002694, 2001 01 13 17 33 34, 12.997, -88.729, 82.9, 7.6, MW, 7.88, 56.0, 38, 1.50000004E16, 7.54, 56.0, 34, 9.1999998E14
1011925, 2001 07 01 01 46 06, -4.303, 152.91, 29.3, 6.1, MW, 6.1, 39.0, 36, 3.19999999E13, 6.16, 39.0, 24, 7.8999999E12
1015466, 2000 08 12 10 26 16, -3.077, 136.136, 43.3, 6.0, Mw, 6.0, 61.0, 31, 2.1999999E13, 6.24, 61.0, 18, 9.9999998E12
1016306, 2000 07 20 18 39 19, 36.489, 140.937, 51.0, 6.0, Mw, 6.24, 57.0, 50, 5.2E13, 6.52, 57.0, 41, 2.69999994E13
1017498, 2001 01 15 05 52 15, -40.338, 78.33, 10.0, 6.4, MW, 6.26, 47.0, 27, 5.5000001E13, 6.37, 47.0, 11, 1.59999999E13
1018586, 2001 02 13 14 22 05, 13.699, -88.874, 7.6, 6.5, MW, 6.3, 56.0, 29, 6.2999998E13, 6.4, 56.0, 12, 1.80000003E13
1018874, 2000 07 21 01 53 36, 9.418, -85.324, 42.2, 6.4, Mw, 6.09, 36.0, 36, 3.00000005E13, 6.19, 36.0, 27, 8.8E12
1021272, 2001 02 13 19 28 30, -4.754, 102.478, 33.9, 7.2, MW, 7.02, 66.0, 56, 7.6000003E14, 7.13, 66.0, 48, 2.20000003E14
1022343, 2001 09 02 02 25 54, 0.908, 82.471, 13.1, 6.1, MW, 6.16, 61.0, 48, 3.9000002E13, 6.43, 61.0, 34, 1.99999997E13
1028102, 2001 08 02 23 41 06, 56.246, 163.77, 16.2, 6.3, MW, 6.31, 48.0, 58, 6.7000001E13, 6.51, 48.0, 46, 2.59999998E13
1030488, 2001 06 03 02 41 58, -29.681, -178.615, 188.2, 7.1, MW, 7.36, 38.0, 27, 2.50000007E15, 7.58, 38.0, 26, 1.09999998E15
1031801, 2001 01 16 13 25 01, -4.013, 101.669, 33.0, 6.0, mb, 6.63, 54.0, 54, 2.00000001E14, 6.91, 54.0, 44, 1.0E14
1031848, 2001 01 16 13 25 09, -4.071, 101.744, 28.0, 6.9, MW, 6.51, 46.0, 53, 1.30000003E14, 6.79, 46.0, 44, 7.0000002E13
1033031, 2001 07 03 13 10 46, 21.635, 142.988, 325.3, 6.5, MW, 6.73, 29.0, 41, 2.80000008E14, 7.13, 29.0, 38, 2.20000003E14
1036668, 2000 11 16 04 54 56, -3.975, 152.182, 28.0, 7.6, Mw, 7.88, 131.0, 45, 1.50000004E16, 7.85, 131.0, 45, 2.60000006E15
1038419, 2001 04 04 07 44 07, -5.266, 132.341, 10.0, 6.2, MW, 6.7, 61.0, 38, 2.49999997E14, 6.92, 61.0, 25, 1.10000001E14
1038770, 2001 07 04 07 06 30, -21.735, -176.727, 178.7, 6.5, MW, 6.47, 26.0, 28, 1.20000002E14, 6.79, 26.0, 19, 6.7999998E13
1039060, 2000 08 14 22 11 16, -9.37, 153.866, 10.0, 6.0, Mw, 5.86, 26.0, 34, 1.39999995E13, 6.02, 26.0, 20, 4.7999998E12
1039338, 2000 12 18 01 19 21, -21.154, -179.115, 617.7, 6.5, Mw, 6.79, 16.0, 19, 3.40000013E14, 7.16, 16.0, 19, 2.40000004E14
1039857, 2000 11 16 07 42 17, -5.22, 153.073, 34.2, 7.3, Mw, 7.37, 85.0, 38, 2.50000007E15, 7.6, 85.0, 17, 1.20000004E15
1041078, 2001 07 04 12 09 03, -17.191, -65.727, 33.0, 6.1, MW, 5.98, 37.0, 24, 2.09999993E13, 6.31, 37.0, 11, 1.29999999E13
1041157, 2000 08 15 04 30 08, -31.561, 179.744, 349.6, 6.6, Mw, 6.67, 39.0, 22, 2.29999995E14, 6.79, 39.0, 18, 7.0000002E13
1044622, 2001 02 16 05 59 09, -7.138, 117.487, 526.6, 6.1, MW, 6.16, 16.0, 41, 3.9000002E13, 6.69, 16.0, 31, 4.8999998E13
1048198, 2001 06 05 09 00 09, -6.884, 146.338, 37.0, 6.3, MW, 6.11, 55.0, 37, 3.29999995E13, 6.14, 55.0, 27, 7.3E12
1050029, 2001 07 05 13 53 49, -16.083, -73.839, 71.3, 6.6, MW, 6.54, 64.0, 23, 1.50000005E14, 6.67, 64.0, 19, 4.6000002E13
1052602, 2000 12 19 13 11 47, 11.713, 144.808, 35.8, 6.1, Mw, 6.07, 47.0, 26, 2.79999991E13, 6.62, 47.0, 18, 3.8E13
1054458, 2001 08 06 03 53 00, -55.497, -123.302, 10.0, 6.6, MW, 6.36, 47.0, 23, 7.6999998E13, 6.19, 47.0, 8, 8.8E12
1057066, 2000 09 22 18 22 02, -4.989, 102.099, 33.6, 6.2, Mw, 6.49, 52.0, 50, 1.20000002E14, 6.81, 52.0, 40, 7.2999999E13
1057976, 2001 02 17 20 11 30, 53.974, -133.756, 20.0, 6.2, MW, 5.91, 70.0, 45, 1.59999999E13, 6.12, 70.0, 16, 6.9000002E12
1059721, 2000 12 20 11 23 54, -39.019, -74.732, 11.0, 6.2, Mw, 6.42, 43.0, 24, 9.6000002E13, 6.53, 43.0, 16, 2.79999991E13
1061082, 2001 01 19 08 10 16, -11.705, 166.361, 63.3, 6.3, MW, 5.98, 25.0, 29, 2.09999993E13, 6.16, 25.0, 15, 7.8999999E12
1062044, 2000 12 20 16 49 43, -9.285, 154.488, 36.6, 6.5, Mw, 6.76, 56.0, 24, 3.19999994E14, 6.71, 56.0, 14, 5.2E13
1062334, 2001 07 07 09 38 43, -17.568, -72.007, 33.0, 7.5, MW, 7.54, 71.0, 28, 4.6999999E15, 7.32, 71.0, 22, 4.30000013E14
1064747, 2000 12 21 01 01 34, -5.849, 151.132, 96.4, 6.4, Mw, 6.0, 23.0, 24, 2.1999999E13, 6.25, 23.0, 12, 9.9999998E12
1064984, 2000 11 17 21 01 56, -5.517, 151.801, 31.3, 7.4, Mw, 7.04, 101.0, 41, 8.1999999E14, 6.97, 101.0, 33, 1.30000003E14
1068042, 2000 11 18 02 05 52, -5.144, 153.155, 63.6, 6.5, Mw, 6.47, 63.0, 40, 1.10000001E14, 6.6, 63.0, 25, 3.6000001E13
1070907, 2000 11 18 06 55 04, -5.265, 151.706, 87.3, 6.8, Mw, 6.42, 47.0, 43, 9.5000004E13, 6.54, 47.0, 28, 2.90000009E13
1074375, 2000 12 22 10 13 01, 44.788, 147.197, 144.8, 6.2, Mw, 6.21, 30.0, 49, 4.6000002E13, 6.65, 30.0, 34, 4.3E13
1075245, 2001 07 08 17 54 18, -6.681, 152.105, 10.0, 6.1, MW, 5.99, 56.0, 35, 2.1999999E13, 6.17, 56.0, 25, 8.0E12
1076218, 2001 04 09 09 00 57, -32.754, -73.15, 10.0, 6.7, MW, 6.57, 39.0, 31, 1.59999997E14, 6.68, 39.0, 23, 4.6999999E13
1079636, 2000 09 26 06 17 53, -17.262, -173.884, 67.8, 6.4, Mw, 6.16, 32.0, 26, 3.9000002E13, 6.35, 32.0, 16, 1.50000003E13
1080070, 2000 11 19 02 45 30, -5.159, 151.68, 80.9, 6.0, Mw, 5.87, 43.0, 29, 1.50000003E13, 6.16, 43.0, 21, 7.8999999E12
1080863, 2000 12 23 07 13 22, -7.914, 135.758, 46.4, 6.0, Mw, 6.19, 60.0, 24, 4.3E13, 6.59, 60.0, 17, 3.39999992E13
1091890, 2001 09 11 14 56 50, -0.624, 133.128, 33.0, 6.5, MW, 6.61, 75.0, 37, 1.79999999E14, 6.7, 75.0, 23, 5.0E13
1097023, 2001 09 12 08 48 37, -21.015, -179.06, 610.6, 6.4, MW, 6.19, 22.0, 15, 4.3999998E13, 6.78, 22.0, 12, 6.5999999E13
1098103, 2000 09 28 23 23 42, -0.248, -80.603, 18.7, 6.4, Mw, 6.18, 44.0, 30, 4.1999999E13, 6.34, 44.0, 15, 1.39999995E13
1100496, 2000 08 21 09 16 25, -52.964, -46.153, 10.0, 6.1, Mw, 6.16, 41.0, 18, 3.9999999E13, 6.38, 41.0, 10, 1.69999996E13
1102977, 2000 11 21 17 33 34, -5.446, 152.134, 33.0, 6.0, Mw, 5.66, 62.0, 29, 6.9999998E12, 5.68, 62.0, 11, 1.50000003E12
1104556, 2000 11 21 21 21 05, -5.447, 152.782, 38.8, 6.0, Mw, 5.77, 42.0, 32, 9.9999998E12, 5.8, 42.0, 15, 2.30000008E12
1110362, 2000 12 28 04 34 28, -4.066, 152.409, 33.0, 6.0, Mw, 6.28, 43.0, 24, 6.0000001E13, 6.47, 43.0, 12, 2.1999999E13
1111361, 2001 09 14 04 45 12, 48.913, -128.261, 10.0, 6.0, MW, 5.74, 37.0, 39, 9.2999999E12, 6.02, 37.0, 12, 4.8999998E12
1115951, 2000 07 30 12 25 45, 33.899, 139.375, 8.4, 6.5, Mw, 6.64, 52.0, 52, 2.09999993E14, 6.88, 52.0, 43, 9.5000004E13
1116982, 2001 08 13 20 11 25, 41.028, 142.305, 57.2, 6.4, MW, 6.54, 86.0, 58, 1.40000004E14, 6.71, 86.0, 45, 5.3000001E13
1117020, 2001 02 24 07 23 50, 1.334, 126.335, 55.6, 7.1, MW, 7.06, 50.0, 49, 8.6999998E14, 7.21, 50.0, 39, 3.0000001E14
1119513, 2001 04 14 23 27 26, 30.116, 141.774, 10.0, 6.0, MW, 6.21, 41.0, 53, 4.6000002E13, 6.5, 41.0, 44, 2.50000001E13
1119890, 2001 12 02 02 47 57, -12.786, 166.661, 112.2, 6.0, MW, 6.01, 19.0, 22, 2.40000004E13, 6.38, 19.0, 16, 1.69999996E13
1120135, 2001 02 24 16 33 46, 1.538, 126.373, 51.1, 6.0, MW, 6.03, 52.0, 36, 2.50000001E13, 6.38, 52.0, 26, 1.69999996E13
1122937, 2000 11 23 18 43 18, -4.622, 153.033, 63.4, 6.3, Mw, 6.52, 68.0, 37, 1.40000004E14, 6.78, 68.0, 23, 6.5999999E13
1122958, 2001 12 02 13 01 53, 39.437, 141.156, 122.6, 6.5, MW, 6.82, 56.0, 56, 3.80000017E14, 7.12, 56.0, 47, 2.20000003E14
1125521, 2001 02 25 02 21 58, 36.482, 70.865, 186.2, 6.2, MW, 6.38, 35.0, 56, 8.3E13, 6.8, 35.0, 47, 7.1000004E13
1126015, 2001 01 26 03 16 40, 23.442, 70.31, 16.0, 7.6, MW, 7.87, 52.0, 59, 1.4E16, 7.66, 52.0, 51, 1.40000002E15
1128166, 2001 06 14 19 48 47, 51.149, -179.862, 18.0, 6.3, MW, 6.21, 53.0, 68, 4.6000002E13, 6.37, 53.0, 55, 1.59999999E13
1129959, 2000 07 31 22 44 37, -16.749, 174.527, 65.6, 6.1, Mw, 5.64, 27.0, 21, 6.3999999E12, 5.85, 27.0, 10, 2.60000003E12
1132172, 2001 06 15 06 17 45, 18.815, 146.962, 33.0, 6.0, MW, 5.72, 51.0, 44, 8.4999998E12, 5.92, 51.0, 27, 3.40000008E12
1133225, 2001 03 14 18 56 21, 0.394, 121.923, 135.4, 6.0, MW, 6.01, 32.0, 43, 2.40000004E13, 6.47, 32.0, 35, 2.30000008E13
1135482, 2001 03 15 01 22 43, 8.689, 93.955, 33.0, 6.0, MW, 6.02, 40.0, 50, 2.40000004E13, 6.25, 40.0, 33, 1.09999995E13
1136758, 2001 02 26 05 58 22, 46.766, 144.49, 389.6, 6.1, MW, 6.1, 22.0, 54, 3.19999999E13, 6.54, 22.0, 41, 2.90000009E13
1139299, 2001 03 15 13 02 43, -32.352, -71.481, 52.7, 6.0, MW, 5.82, 22.0, 23, 1.20000002E13, 6.14, 22.0, 17, 7.3E12
1144131, 2000 11 25 18 09 11, 40.222, 49.935, 51.0, 6.3, Mw, 6.34, 96.0, 56, 7.2000001E13, 6.55, 96.0, 44, 3.00000005E13
1145560, 2001 09 18 02 19 31, -7.513, 127.71, 145.0, 6.0, MW, 5.79, 36.0, 33, 1.09999995E13, 6.25, 36.0, 22, 1.09999995E13
1149145, 2001 11 05 23 07 10, -17.339, -179.156, 551.6, 6.3, MW, 6.41, 20.0, 27, 9.3000001E13, 7.05, 20.0, 16, 1.70000007E14
1150915, 2001 04 19 03 13 25, -7.432, 155.892, 12.0, 6.0, MW, 5.89, 39.0, 31, 1.50000003E13, 6.05, 39.0, 16, 5.3000001E12
1154570, 2000 10 25 09 32 24, -6.655, 105.619, 44.3, 6.8, Mw, 6.71, 68.0, 54, 2.60000006E14, 6.84, 68.0, 41, 8.3E13
1154700, 2001 10 07 02 21 12, -3.336, 142.928, 33.0, 6.1, MW, 6.18, 49.0, 26, 4.1999999E13, 6.25, 49.0, 14, 9.9999998E12
1155454, 2001 02 28 12 30 18, -21.992, 170.133, 33.6, 6.5, MW, 6.57, 58.0, 34, 1.59999997E14, 6.79, 58.0, 12, 7.0000002E13
1156417, 2001 04 19 20 58 26, -7.34, 155.991, 18.0, 6.1, MW, 6.02, 55.0, 33, 2.40000004E13, 6.22, 55.0, 23, 9.7000001E12
1156445, 2001 05 20 04 21 44, 18.864, -104.473, 33.0, 6.2, MW, 5.81, 53.0, 31, 1.20000002E13, 5.59, 53.0, 16, 1.1E12
1156668, 2001 04 19 21 43 42, -7.41, 155.839, 17.0, 6.5, MW, 6.41, 40.0, 40, 9.3999998E13, 6.44, 40.0, 14, 1.99999997E13
1157306, 2001 01 29 23 21 25, -0.717, 133.284, 33.0, 6.0, MW, 6.12, 47.0, 35, 3.39999992E13, 6.37, 47.0, 20, 1.59999999E13
1158746, 2001 02 28 18 54 31, 47.15, -122.628, 56.0, 6.7, MW, 6.78, 32.0, 57, 3.40000013E14, 7.11, 32.0, 43, 2.09999993E14
1160833, 2000 08 28 15 05 53, -4.048, 127.458, 63.2, 6.6, Mw, 6.66, 36.0, 46, 2.20000003E14, 6.66, 36.0, 28, 4.3999998E13
1162264, 2000 08 28 19 29 25, -4.143, 127.313, 46.5, 6.5, mb, 6.76, 33.0, 47, 3.10000002E14, 7.01, 33.0, 29, 1.50000005E14
1162297, 2000 08 28 19 29 32, -4.1, 127.321, 33.0, 6.3, Mw, 6.36, 16.0, 46, 7.9000001E13, 6.74, 16.0, 29, 5.8000002E13
1166616, 2001 06 19 09 32 24, -22.829, -67.975, 145.0, 6.0, MW, 5.71, 21.0, 25, 8.3000002E12, 5.98, 21.0, 17, 4.10000006E12
1168845, 2001 03 19 05 52 15, -4.044, 128.013, 33.0, 6.5, MW, 6.44, 30.0, 40, 1.0E14, 6.58, 30.0, 25, 3.29999995E13
1169374, 2001 08 21 06 52 06, -36.801, -179.723, 33.5, 7.1, MW, 7.55, 69.0, 26, 4.8000002E15, 7.82, 69.0, 21, 2.40000008E15
1170435, 2001 10 08 18 20 40, 52.648, 160.189, 48.5, 6.1, MW, 5.83, 37.0, 57, 1.20000002E13, 6.33, 37.0, 19, 1.39999995E13
1170472, 2000 10 27 04 21 53, 26.262, 140.564, 412.3, 6.1, Mw, 6.57, 26.0, 44, 1.59999997E14, 6.99, 26.0, 41, 1.40000004E14
1170928, 2001 11 09 00 47 57, 9.812, -82.209, 18.1, 6.1, MW, 5.81, 36.0, 27, 1.20000002E13, 6.27, 36.0, 10, 1.09999995E13
1171170, 2000 11 29 10 25 10, -25.005, -70.965, 34.5, 6.3, Mw, 6.43, 56.0, 26, 1.0E14, 6.71, 56.0, 15, 5.2E13
1173765, 2001 12 08 20 29 34, 28.237, 129.564, 35.1, 6.1, MW, 6.04, 58.0, 32, 2.59999998E13, 6.32, 58.0, 25, 1.39999995E13
1179447, 2001 07 22 18 15 09, -5.17, 132.368, 39.7, 6.0, MW, 6.26, 55.0, 36, 5.5000001E13, 6.6, 55.0, 27, 3.6000001E13
1187577, 2000 10 29 08 36 55, -5.245, 154.004, 33.8, 6.1, mb, 6.72, 82.0, 37, 2.69999999E14, 6.87, 82.0, 29, 9.0999997E13
1187616, 2000 10 29 08 37 11, -5.094, 153.882, 84.8, 6.8, Mw, 6.78, 72.0, 37, 3.29999987E14, 7.0, 72.0, 31, 1.40000004E14
1187833, 2001 07 24 05 00 08, -19.518, -69.245, 33.0, 6.4, MW, 6.23, 39.0, 25, 5.0E13, 6.56, 39.0, 17, 3.19999999E13
1188315, 2001 05 25 00 40 50, 44.213, 148.351, 33.0, 6.7, MW, 6.46, 61.0, 64, 1.10000001E14, 6.55, 61.0, 54, 3.00000005E13
1188657, 2001 08 23 21 45 06, -3.405, 146.338, 33.0, 6.1, MW, 6.16, 31.0, 35, 3.8E13, 6.26, 31.0, 20, 1.09999995E13
1189734, 2001 05 25 05 06 08, -7.864, 110.127, 131.3, 6.3, MW, 6.42, 60.0, 47, 9.6000002E13, 6.73, 60.0, 36, 5.5000001E13
1192945, 2001 10 12 05 02 35, 52.709, -132.179, 20.0, 6.0, MW, 5.78, 50.0, 46, 1.09999995E13, 5.75, 50.0, 21, 1.90000005E12
1193795, 2001 03 23 11 30 12, 44.124, 148.036, 43.0, 6.0, MW, 5.81, 59.0, 53, 1.20000002E13, 6.06, 59.0, 34, 5.5999998E12
1195611, 2001 04 26 17 48 57, 43.118, 145.893, 83.1, 6.0, MW, 6.16, 55.0, 58, 3.9000002E13, 6.57, 55.0, 46, 3.19999999E13
1195927, 2001 10 12 15 02 19, 12.716, 144.975, 61.8, 6.9, MW, 7.37, 88.0, 34, 2.50000007E15, 7.22, 88.0, 28, 3.10000002E14
1195960, 2001 08 25 02 02 00, 7.601, -82.794, 8.2, 6.1, MW, 6.36, 40.0, 35, 7.8000003E13, 6.57, 40.0, 22, 3.19999999E13
1196839, 2001 05 26 10 57 24, -20.299, -177.833, 391.7, 6.4, MW, 6.09, 19.0, 23, 3.00000005E13, 6.36, 19.0, 13, 1.59999999E13
1197473, 2001 06 23 20 33 09, -16.303, -73.561, 2.2, 8.3, MW, 8.24, 146.0, 31, 5.1999998E16, 8.12, 146.0, 29, 6.8E15
1198237, 2001 03 24 06 27 53, 34.095, 132.552, 52.0, 6.7, MW, 6.79, 58.0, 55, 3.40000013E14, 7.08, 58.0, 46, 1.90000008E14
1198326, 2001 07 26 00 21 38, 39.097, 24.268, 19.0, 6.5, MW, 6.47, 54.0, 57, 1.20000002E14, 6.67, 54.0, 44, 4.6000002E13
1200260, 2001 12 12 12 53 20, -17.206, 167.653, 50.3, 6.1, MW, 6.45, 52.0, 28, 1.10000001E14, 6.72, 52.0, 15, 5.3999999E13
1200591, 2001 12 12 14 02 35, -42.785, 124.682, 10.0, 7.1, MW, 7.33, 50.0, 31, 2.19999996E15, 7.46, 50.0, 26, 6.8999998E14
1201784, 2001 10 13 16 27 00, 0.84, 125.936, 44.1, 6.0, MW, 5.93, 39.0, 28, 1.80000003E13, 6.3, 39.0, 18, 1.29999999E13
1201800, 2001 11 14 09 26 10, 35.927, 90.587, 11.0, 7.5, MW, 7.6, 212.0, 59, 5.6000001E15, 7.47, 212.0, 52, 7.2E14
1203942, 2001 04 28 04 49 51, -18.059, -176.937, 340.6, 6.9, MW, 6.93, 26.0, 32, 5.49999989E14, 7.24, 26.0, 26, 3.29999987E14
1206249, 2001 05 28 08 37 06, -6.622, 132.326, 48.5, 6.0, MW, 6.33, 63.0, 38, 7.1000004E13, 6.69, 63.0, 32, 4.8999998E13
1206668, 2001 11 15 01 03 06, -1.542, -15.657, 10.0, 6.3, MW, 6.04, 66.0, 31, 2.59999998E13, 6.17, 66.0, 13, 8.0E12
1211824, 2001 07 28 07 32 43, 59.014, -155.089, 134.1, 6.8, MW, 6.53, 53.0, 67, 1.40000004E14, 6.94, 53.0, 62, 1.20000002E14
1215583, 2001 06 26 04 18 32, -17.831, -71.63, 33.0, 6.7, MW, 6.77, 62.0, 28, 3.29999987E14, 6.66, 62.0, 23, 4.3999998E13
1220754, 2001 10 17 11 29 11, 19.336, -64.981, 41.2, 6.0, MW, 5.75, 98.0, 28, 9.4000004E12, 6.32, 98.0, 8, 1.39999995E13
1224686, 2001 12 18 04 03 00, 23.924, 122.813, 27.7, 6.7, MW, 7.04, 63.0, 50, 8.1999999E14, 6.99, 63.0, 38, 1.40000004E14
1226657, 2001 10 19 03 28 43, -4.089, 123.977, 33.0, 7.4, MW, 7.76, 111.0, 43, 9.7E15, 7.61, 111.0, 34, 1.20000004E15
1230232, 2001 11 20 21 08 14, -6.932, 128.921, 5.9, 6.2, MW, 6.29, 44.0, 36, 6.2E13, 6.48, 44.0, 22, 2.40000004E13
1232161, 2001 06 29 18 35 50, -19.725, -66.272, 271.9, 6.1, MW, 6.18, 24.0, 25, 4.1999999E13, 6.59, 24.0, 19, 3.39999992E13
1236271, 2001 11 23 20 43 03, 36.403, 71.478, 105.3, 6.1, MW, 6.39, 123.0, 54, 8.6000001E13, 6.66, 123.0, 39, 4.3999998E13
1237407, 2002 01 01 11 29 22, 6.282, 125.749, 140.1, 6.3, MW, 6.34, 63.0, 37, 7.2000001E13, 6.51, 63.0, 29, 2.59999998E13
1238841, 2001 12 22 00 40 04, -10.914, 165.856, 73.3, 6.0, MW, 5.39, 28.0, 25, 2.7000001E12, 5.95, 28.0, 8, 3.8000001E12
1240742, 2002 01 02 17 22 53, -17.668, 167.853, 53.7, 7.1, MW, 7.41, 60.0, 33, 3.00000003E15, 7.43, 60.0, 25, 6.3000003E14
1242352, 2002 01 03 07 05 26, 36.039, 70.679, 115.0, 6.2, MW, 6.33, 69.0, 49, 7.2000001E13, 6.64, 69.0, 37, 4.1000001E13
1242678, 2002 02 03 07 11 31, 38.52, 31.202, 22.1, 6.2, MW, 5.79, 54.0, 47, 1.09999995E13, 6.03, 54.0, 23, 4.9999999E12
1242826, 2002 01 03 10 17 39, -17.693, 167.982, 31.5, 6.4, MW, 6.38, 39.0, 28, 8.3999997E13, 6.44, 39.0, 13, 1.99999997E13
1243207, 2002 02 03 09 26 45, 38.628, 30.876, 24.9, 6.0, MW, 5.78, 25.0, 45, 9.9999998E12, 6.08, 25.0, 24, 6.0000001E12
1245208, 2002 03 03 12 08 06, 36.472, 70.45, 194.7, 6.6, mb, 7.63, 75.0, 62, 6.2E15, 7.74, 75.0, 58, 1.79999999E15
1245224, 2002 03 03 12 08 18, 36.496, 70.517, 208.9, 7.3, MW, 7.69, 73.0, 62, 7.5999999E15, 7.8, 73.0, 58, 2.30000008E15
1245538, 2001 12 23 22 52 53, -9.635, 159.566, 12.0, 6.8, MW, 7.02, 66.0, 35, 7.6000003E14, 6.87, 66.0, 27, 9.0E13
1249717, 2001 10 26 23 05 50, -18.514, 168.147, 26.0, 6.0, MW, 5.98, 43.0, 21, 2.09999993E13, 6.15, 43.0, 8, 7.6000002E12
1250314, 2001 11 28 14 32 33, 15.679, -93.129, 86.2, 6.4, MW, 6.52, 72.0, 33, 1.40000004E14, 6.73, 72.0, 20, 5.7E13
1250908, 2002 02 05 13 27 25, -5.389, 151.319, 44.3, 6.6, MW, 6.09, 58.0, 37, 3.10000002E13, 6.26, 58.0, 23, 1.09999995E13
1253514, 2002 03 05 21 16 09, 6.032, 124.273, 33.0, 7.2, MW, 7.33, 81.0, 46, 2.19999996E15, 7.43, 81.0, 44, 6.3999999E14
1255557, 2001 12 27 10 54 53, -14.734, 167.239, 172.6, 6.1, MW, 6.0, 27.0, 24, 2.30000008E13, 6.37, 27.0, 17, 1.59999999E13
1262690, 2002 03 08 18 27 54, 5.791, 124.208, 33.0, 6.0, MW, 6.18, 39.0, 40, 4.1999999E13, 6.36, 39.0, 28, 1.59999999E13
1264679, 2002 03 09 12 27 11, -56.123, -27.492, 116.1, 6.0, MW, 6.14, 60.0, 22, 3.6999998E13, 6.5, 60.0, 11, 2.50000001E13
1265144, 2002 01 10 11 14 57, -3.261, 142.406, 11.0, 6.6, MW, 6.65, 55.0, 36, 2.09999993E14, 6.6, 55.0, 24, 3.6000001E13
1271256, 2002 01 13 14 10 56, -5.674, 151.065, 40.6, 6.3, MW, 6.04, 69.0, 29, 2.59999998E13, 6.12, 69.0, 18, 6.9000002E12
1274128, 2002 01 15 07 13 01, -6.246, 105.302, 33.0, 6.1, MW, 6.26, 60.0, 46, 5.5000001E13, 6.5, 60.0, 33, 2.50000001E13
1274280, 2002 01 15 09 01 17, -5.583, 151.154, 49.6, 6.2, MW, 5.76, 63.0, 30, 9.7000001E12, 5.73, 63.0, 13, 1.79999998E12
1276901, 2002 01 16 23 09 52, 15.541, -93.154, 79.5, 6.4, MW, 6.47, 79.0, 33, 1.10000001E14, 6.71, 79.0, 21, 5.2E13
1278968, 2002 02 19 00 35 45, -3.781, 150.98, 10.0, 6.1, MW, 6.38, 37.0, 31, 8.5000003E13, 6.4, 37.0, 19, 1.80000003E13
1281551, 2002 03 19 22 14 16, -6.507, 129.888, 166.3, 6.1, MW, 6.24, 62.0, 35, 5.2E13, 6.44, 62.0, 21, 2.09999993E13
1284854, 2002 01 22 04 53 52, 35.574, 26.627, 94.6, 6.2, MW, 6.33, 34.0, 54, 7.0000002E13, 6.65, 34.0, 41, 4.3E13
1289977, 2002 04 01 19 59 32, -29.634, -71.27, 72.7, 6.4, MW, 6.6, 47.0, 35, 1.79999999E14, 6.89, 47.0, 29, 9.6000002E13
1297609, 2002 03 25 14 56 37, 36.008, 69.269, 33.0, 6.0, MW, 6.15, 58.0, 51, 3.8E13, 6.35, 58.0, 37, 1.50000003E13
1299412, 2002 03 26 03 45 48, 23.295, 124.044, 33.0, 6.4, MW, 6.21, 46.0, 50, 4.6000002E13, 5.81, 46.0, 25, 2.30000008E12
1302077, 2002 02 28 01 50 50, -5.742, 151.309, 58.2, 6.3, MW, 5.87, 49.0, 35, 1.50000003E13, 6.02, 49.0, 25, 4.7999998E12
1304260, 2002 01 28 13 50 31, 49.376, 155.613, 52.7, 6.0, MW, 5.72, 32.0, 49, 8.6999999E12, 6.0, 32.0, 25, 4.5000001E12
1306092, 2002 06 06 23 53 51, -0.929, 148.399, 34.2, 6.3, MW, 6.07, 50.0, 38, 2.90000009E13, 6.38, 50.0, 26, 1.59999999E13
1314687, 2002 03 31 06 52 50, 24.27, 122.184, 33.0, 7.1, MW, 7.06, 60.0, 56, 8.6999998E14, 6.96, 60.0, 48, 1.30000003E14
1316472, 2002 06 10 22 48 36, 10.981, 140.772, 31.6, 6.1, MW, 6.18, 60.0, 42, 4.1999999E13, 6.37, 60.0, 27, 1.59999999E13
1320918, 2002 06 13 01 27 19, -47.819, 99.739, 10.0, 6.5, MW, 6.43, 57.0, 28, 9.7999997E13, 6.57, 57.0, 14, 3.29999995E13
1324248, 2002 05 14 16 56 11, -36.419, 79.258, 10.0, 6.1, MW, 6.06, 41.0, 28, 2.79999991E13, 6.11, 41.0, 14, 6.6E12
1324617, 2002 04 11 21 56 56, -14.428, 167.724, 10.0, 6.2, MW, 6.23, 43.0, 32, 5.0E13, 6.03, 43.0, 17, 4.9999999E12
1326692, 2002 06 16 02 46 16, 8.921, -83.956, 47.1, 6.4, MW, 5.93, 53.0, 30, 1.80000003E13, 5.45, 53.0, 12, 6.8000003E11
1330380, 2002 06 17 21 26 25, -12.659, 166.423, 54.5, 6.6, MW, 6.55, 52.0, 37, 1.50000005E14, 6.64, 52.0, 28, 4.1000001E13
1331586, 2002 06 18 13 56 22, -30.789, -71.041, 52.9, 6.6, MW, 6.71, 71.0, 32, 2.69999999E14, 6.71, 71.0, 24, 5.3000001E13
