Time,Lat,Lon,Depth,Mw,Mo,FocalMechanism,Width,Length,AspectRatio,Strike,Dip,Rake,RuptureVelocity,RuptureTime,StressDrop,Heterogeneity,Young,Poisson
736353,59.6585,-153.4521,127.8,7.12,6.2205808e+19,StikeSlip,26.6467499795371,23.1270058972701,0.867910942799028,60,66,37,1.28,2.03,13,0.208738020298551,172821445288.876,0.279487037997594
734735,-18.36,168.14,32,7.12,6.3735013e+19,Reverse,30.9688539431425,33.4087403429252,1.07878516926271,334,29,93,1.41,2.12,8.1,0.0851949039514868,172821445288.877,0.279487037997594
736957,18.549,-98.487,51,7.11,6.012192e+19,Normal,24.2308656092478,45.1687909664383,1.86410141902646,111,42,269,2.03,2.11,8.6,0.114085409373504,172821445288.877,0.279487037997594
736302,-47.74,85.183,20,7.1,5.819964e+19,Normal,35.5464015178935,39.2430234021354,1.10399426457784,49,54,312,1.21,2.1,5.9,0.0630130999477052,101228946843.414,0.301417956177215
736571,-0.0718,-17.8139,12,7.1,5.8395161e+19,StikeSlip,8.53785780417862,70.8772051816051,8.30152092096406,79,85,169,1,2.02,11,1.57753697361727,90281683994.9803,0.29989332642791
737074,-15.776,-74.744,36.3,7.09,5.7254333e+19,Reverse,37.8427701114523,43.7161738427045,1.15520543855416,313,35,92,2.16,2.26,5.1,0.0108410031469309,153168550476.033,0.278126264613166
735700,-6.59,155.05,60,7.06,5.0736954e+19,Reverse,49.5147626869503,48.1117185992626,0.971664125776827,310,45,87,2.43,2.15,2.1,0.00445710611072334,172821445288.877,0.279487037997594
736091,-7.2771,154.5344,12,7.05,4.8551687e+19,Normal,17.2454612887867,72.2196902212104,4.18775056299415,125,67.5,272,1.96,2.24,2.7,0.386216291523464,46398784105.8492,0.330580673774526
736435,32.782,130.726,12,7.04,4.742828e+19,StikeSlip,19.2744288825068,51.0195316627812,2.64700614341345,224,66,208,2.26,1.95,5,0.749341343267477,85044560711.5453,0.265854477786413
736574,-37.401,179.055,19,7.02,4.4226091e+19,StikeSlip,49.0529329866053,77.6782423432887,1.5835595878538,351,26,215,2.27,2.15,2.3,0.0196098936146539,124884991789.58,0.275555776115203
736448,-16.0941,167.3368,35,6.98,3.8615787e+19,Reverse,21.2146453067031,23.4522891144013,1.10547637140986,332,37,91,2.32,1.76,9.4,0.0634301164478181,172821445288.877,0.279487037997594
736172,-2.69,138.4789,48,6.96,3.5648385e+19,Reverse,34.8288838943006,24.5374057116576,0.704513121526496,122,56,75,1.95,3.6,4.2,0.0230606274212463,154770203449.756,0.277742975287408
736809,-33.0844,-72.0397,27,6.89,2.791498e+19,Reverse,37.2071620536251,32.2457867693631,0.866655369277791,4,17,99,2.05,2.15,3.3,0.00117953569123292,172821445288.876,0.279487037997594
737184,19.37,-155.03,8,6.88,2.7660745e+19,Reverse,17.0336582479621,77.1889075683374,4.53155196873651,240,20,114,1.2,2.13,3.3,0.38374516601621,51491864640.6712,0.322375021391131
734354,-5.75,150.76,34,6.87,2.6603077e+19,Reverse,53.2489805707802,48.6049196410921,0.912785918530121,240,31,80,2.19,2.06,1,0.010275475480792,118850175555.589,0.273369005911105
