MSt,MSlat,MSlon,MSdepth,MSmag,MSfms,MSprod,FSprod,MSres
725028.038408796,-0.949,128.4728,3.2,6.9,0,7,0,-0.415047908431171
723742.332750694,-17.2933,167.5875,30,6.9,0,88,0,0.684336723704741
723660.909811227,-13.3959,166.4405,44.8,6.9,0,26,1,0.15482739952539
737003.375224769,-15.3197,-173.1682,10,6.8,0,19,0,0.109715560321959
736999.029242477,-21.6645,169.209,9.1,6.8,0,268,0,1.25909675339792
736848.933887963,54.0291,170.9096,8.19,6.8,0,36,0,0.387264460136417
736104.950632523,-10.9253,164.1741,18.5,6.8,0,84,0,0.755241245431012
736096.884011574,38.9005,142.0217,39.3,6.8,0,26,1,0.245935307339948
735779.328435648,-55.4757,-28.3956,15.1,6.8,0,143,0,0.986297996834192
735704.16460463,-53.609,8.7098,10,6.8,0,1,0,-1.16903804063087
735519.549926505,35.5277,23.3718,46.9,6.8,0,5,0,-0.470068036294851
735293.587394329,50.7866,157.4851,52.8,6.8,0,27,0,0.262325723528118
735264.844252199,-28.1096,-70.8883,46.1,6.8,0,7,0,-0.323940000616613
735184.050453125,22.8908,95.848,14.2,6.8,0,22,0,0.173384640191336
734633.371672454,-20.3347,168.2754,33.4,6.8,0,104,0,0.84799529866791
734586.580016088,20.6298,99.9178,12.8,6.8,0,8,0,-0.265948053638926
734143.205311227,-58.464,-14.8595,10,6.8,0,2,0,-0.868008044966889
734076.294202778,29.1677,129.9847,33.9,6.8,0,2,0,-0.868008044966889
733662.014500926,41.9421,143.8263,38.9,6.8,0,21,1,0.15318125410305
733330.520526157,-44.7401,167.5146,2,6.8,0,12,0,-0.0898567945832449
733311.525309143,-5.0384,153.4446,31.8,6.8,0,25,0,0.228901968041168
733295.075860417,3.0005,-77.9001,29,6.8,0,1,0,-1.16903804063087
732921.429783333,-6.7747,155.5365,48.7,6.8,0,16,0,0.035081942025055
732846.722728588,7.35,127.248,24,6.8,0,3,0,-0.691916785911207
732813.644781829,0.1165,97.1062,30.7,6.8,0,55,1,0.571324648863374
732651.513816319,-6.2415,29.6812,15.8,6.8,0,10,0,-0.16903804063087
732477.715455324,51.1639,179.4806,53.9,6.8,0,21,8,0.15318125410305
732324.36113125,-0.8826,-21.1186,10,6.8,0,1,0,-1.16903804063087
732295.972359028,18.9798,-81.3989,9.4,6.8,0,7,0,-0.323940000616613
732196.529848264,-55.3971,-29.1618,11.3,6.8,0,44,0,0.474414635855318
732126.40956412,54.8237,-134.4877,20,6.8,0,1,0,-1.16903804063087
731941.893102662,-22.2753,169.3482,10,6.8,0,195,14,1.12099657073165
731925.193226273,23.0988,121.384,27.6,6.8,0,39,0,0.422026566395629
731752.562998032,-30.6212,-71.5383,42.9,6.8,0,22,2,0.173384640191336
731722.780792245,36.9853,3.6597,13.4,6.8,0,88,0,0.775444631519299
731651.310787153,-4.7024,153.2199,35.9,6.8,0,25,0,0.228901968041168
731208.953401505,-9.635,159.566,12,6.8,0,12,0,-0.0898567945832449
731203.168754398,23.924,122.813,27.7,6.8,0,36,0,0.387264460136417
730934.269373264,34.095,132.552,52,6.8,0,6,0,-0.390886790247226
730867.559135301,-4.071,101.744,28,6.8,0,41,1,0.443745816088866
730815.756383449,40.222,49.935,51,6.8,0,13,0,-0.0550946883240331
730797.012571528,-55.61,-29.812,10,6.8,0,14,0,-0.0229100049526318
730784.397503472,-6.655,105.619,44.3,6.8,0,6,0,-0.390886790247226
730702.884066204,48.75,142.244,13,6.8,0,18,0,0.0862344644724362
730513.597983681,43.05,146.835,46,6.8,0,6,0,-0.390886790247226
729577.412502083,-30.047,-71.8104,14,6.8,0,53,0,0.555237828969919
729307.549194676,34.5284,32.0957,19,6.8,0,42,0,0.454211249767031
729239.538561343,-10.8053,161.4019,53.7,6.8,0,7,0,-0.323940000616613
729221.89141169,17.5714,-101.0485,48.2,6.8,0,5,0,-0.470068036294851
729178.119555787,10.7942,-42.2725,10,6.8,0,0,0,-Inf
729106.141874074,51.2799,178.6818,4.1,6.8,0,19,0,0.109715560321959
728971.301600231,1.8219,95.0595,29.2,6.8,0,2,0,-0.868008044966889
728851.907407176,21.9756,99.1989,12.5,6.8,0,8,1,-0.265948053638926
728737.995319213,-4.1607,135.095,39.1,6.8,0,43,1,0.464430414948717
728675.865878588,34.554,135.0409,19,6.8,0,30,0,0.308083214088793
728575.905644792,-1.2123,127.9891,16.6,6.8,0,16,0,0.035081942025055
728272.189139352,0.4862,126.0269,31,6.8,0,47,0,0.503059817304848
728064.911372338,51.3358,-178.6905,12.3,6.8,0,11,0,-0.127645355472645
727490.891143287,30.7697,78.7914,13.2,6.8,0,5,0,-0.470068036294851
727392.118227778,42.1904,-125.6453,11,6.8,0,10,0,-0.16903804063087
727348.553973727,54.5851,-161.5904,37.2,6.8,0,8,0,-0.265948053638926
727188.228800926,-20.509,-174.0712,13.3,6.8,0,8,0,-0.265948053638926
727121.066447107,-2.2209,92.232,8.8,6.8,0,0,0,-Inf
726680.71351088,-7.9764,121.2379,14,6.8,0,1,0,-1.16903804063087
726602.041534954,-30.6158,-178.3871,28.2,6.8,0,12,0,-0.0898567945832449
726524.476777199,-30.0169,-177.9104,18.7,6.8,0,13,0,-0.0550946883240331
726444.320420255,40.9622,44.1643,5,6.8,0,23,0,0.192689795386723
726289.855630093,-5.9112,148.7753,44.5,6.8,0,8,1,-0.265948053638926
726159.262174306,-37.2793,48.0155,10,6.8,0,8,0,-0.265948053638926
726008.491058796,-18.4633,168.0857,21.5,6.8,0,19,2,0.109715560321959
725863.171009143,51.2599,-179.8826,25.9,6.8,0,14,0,-0.0229100049526318
725781.304482407,0.6956,126.1654,20.3,6.8,0,27,0,0.262325723528118
725774.552981482,36.9978,141.7049,44.3,6.8,0,21,2,0.15318125410305
725542.38136713,56.3862,-152.8589,17,6.8,0,8,0,-0.265948053638926
725494.437534028,55.1461,163.7705,15,6.8,0,4,0,-0.566978049302907
725482.294089699,-2.3828,139.3468,22,6.8,0,16,0,0.035081942025055
724422.124985764,40.4793,139.088,15.7,6.8,0,232,0,1.19644994426003
723912.785446412,26.845,142.736,29.5,6.8,0,3,0,-0.691916785911207
723734.882634838,-0.0365,-18.7326,10,6.8,0,1,0,-1.16903804063087
722613.343373264,38.2311,142.0221,47.9,6.8,0,45,1,0.484174473144474
722195.992516782,-9.7559,160.6884,33,6.8,0,82,3,0.744775811752847
722177.302348843,-16.7876,-172.0176,33.4,6.8,0,21,0,0.15318125410305
736978.787127778,-54.2584,8.6055,9,6.7,0,2,0,-0.776900137152333
736155.175496759,-9.3539,158.3424,20,6.7,0,22,0,0.264492548005892
736011.962825,39.9468,143.1771,10.8,6.7,0,45,0,0.57528238095903
735919.939853935,-37.5989,179.6109,34.5,6.7,0,20,0,0.223099862847667
735674.886446528,-19.9051,-70.6156,9.4,6.7,0,427,0,1.55249774220871
735279.55130463,67.5173,142.7017,8.9,6.7,0,29,0,0.384467865082642
735111.571820602,71.4464,-11.0341,11.1,6.7,0,1,0,-1.07793013281631
734980.053398958,-1.6946,134.3225,24.4,6.7,0,14,0,0.0681979028619242
734970.954986343,18.2042,-102.8762,27.6,6.7,0,0,0,-Inf
734925.262036111,51.8008,95.9804,13,6.7,0,54,0,0.654463627006655
734905.159188889,9.9194,123.2167,17.5,6.7,0,200,0,1.22309986284767
734864.640249653,51.8349,95.9643,12.8,6.7,0,38,0,0.501853463800496
734676.910319329,39.9763,142.4621,32.1,6.7,0,59,1,0.69292187882583
734596.838000694,-9.7342,107.7693,31.9,6.7,0,13,0,0.0360132194905229
734432.745298264,24.7878,-109.1744,13.9,6.7,0,6,3,-0.29977888243267
734337.247752778,52.7536,-169.7741,21.5,6.7,0,55,0,0.66243255667793
734202.671527778,-3.8389,100.9157,24.2,6.7,0,5,0,-0.378960128480295
734002.004038889,23.5064,123.5922,21.8,6.7,0,22,0,0.264492548005892
734001.318347685,-1.4673,99.463,40.1,6.7,0,104,0,0.939103206482466
733921.35066088,20.28,-86.6,10,6.7,0,0,0,-Inf
733879.622988542,-60.2882,-27.0291,17.6,6.7,0,12,0,0.00125111323131111
733686.661690741,39.5582,73.7911,29,6.7,0,72,0,0.779402363614955
733645.556962153,31.0612,83.6521,25.5,6.7,0,32,0,0.427219845503592
733256.140131481,51.3617,-179.9834,53.8,6.7,0,16,0,0.126189849839611
733126.029132176,37.3332,136.5691,2.5,6.7,0,20,0,0.223099862847667
732970.450668982,-13.4967,-76.6679,34.3,6.7,0,4,1,-0.475870141488351
732967.059183333,-5.9043,151.0236,34.2,6.7,0,150,0,1.09816112623937
732965.713722454,19.8799,-156.1186,5,6.7,0,4,0,-0.475870141488351
732659.136205903,-15.3213,-178.5877,33,6.7,0,3,0,-0.600808878096651
732446.212003125,0.5359,98.4245,35.5,6.7,0,64,1,0.728249841167573
732412.436930671,-1.6411,99.5754,26.3,6.7,0,219,1,1.2625139820238
732228.352690046,-10.9373,162.1176,38,6.7,0,32,0,0.427219845503592
731384.893351042,-12.659,166.423,54.5,6.7,0,15,0,0.0981611262393676
731324.210252778,16.984,-100.935,19.7,6.7,0,9,0,-0.123687623376989
731226.468718171,-3.261,142.406,11,6.7,0,6,0,-0.29977888243267
731069.161806366,-55.497,-123.302,10,6.7,0,7,1,-0.232832092802057
730996.02836331,44.213,148.351,33,6.7,0,29,0,0.384467865082642
730950.375662963,-32.754,-73.15,10,6.7,0,6,0,-0.29977888243267
730910.521041782,-21.992,170.133,33.6,6.7,0,27,0,0.353433631342674
730765.187702662,35.38,133.157,0.6,6.7,0,9,0,-0.123687623376989
730312.59324213,15.788,-88.319,6.4,6.7,0,9,0,-0.123687623376989
729896.232220833,0.1811,119.5659,20.4,6.7,0,5,0,-0.378960128480295
729834.880662153,-50.0552,162.9504,10,6.7,0,0,0,-Inf
729802.995369676,52.6815,-33.6622,10,6.7,0,4,1,-0.475870141488351
729767.69190081,-15.8839,-179.32,23.4,6.7,0,8,0,-0.17484014582437
729502.39686169,11.162,-61.0914,47.1,6.7,0,13,0,0.0360132194905229
729361.929149306,31.7777,131.4661,43.9,6.7,0,3,1,-0.600808878096651
729273.343280093,-22.1754,-113.4081,50.7,6.7,0,4,0,-0.475870141488351
729197.581388773,51.5485,159.08,33,6.7,0,74,0,0.791301586914662
729071.64096331,37.3299,142.4582,43.9,6.7,0,3,0,-0.600808878096651
728938.756790162,-2.0096,101.5016,36.7,6.7,0,5,0,-0.378960128480295
728831.645036227,-61.7492,154.5539,10,6.7,0,0,0,-Inf
728797.004487037,-0.8448,-22.0128,12.2,6.7,0,0,0,-Inf
728770.006879861,12.0075,125.6683,20.1,6.7,0,400,5,1.52412985851165
728766.977858449,45.8756,151.2967,23.1,6.7,0,8,0,-0.17484014582437
728703.62808831,-1.3151,127.5234,34.8,6.7,0,47,19,0.594167725119404
728686.845052546,-4.4419,134.4761,22.3,6.7,0,51,0,0.629640043281622
728463.142535069,-43.1077,171.6149,11,6.7,0,13,0,0.0360132194905229
728451.866480671,2.9932,-76.0286,32.6,6.7,0,12,0,0.00125111323131111
728402.729130556,-6.4897,154.9221,49.3,6.7,0,18,0,0.177342372286992
728311.521465509,34.136,-118.5826,15.9,6.7,0,14,0,0.0681979028619242
728227.435469676,-5.9252,145.9849,33,6.7,0,33,3,0.440583807061574
728226.32799213,16.8338,-98.7312,39,6.7,0,8,0,-0.17484014582437
728110.99140544,-20.896,172.8641,36.3,6.7,0,1,0,-1.07793013281631
728098.748454861,-28.6804,-176.8535,10.7,6.7,0,23,9,0.283797703201279
728003.672876736,-26.6926,-70.914,19.2,6.7,0,4,0,-0.475870141488351
727924.828059028,-0.2663,-19.3121,10,6.7,0,1,0,-1.07793013281631
727833.927747569,1.2991,129.1339,27.7,6.7,0,25,0,0.320009875855724
727809.077136574,11.293,-93.08,50,6.7,0,1,0,-1.07793013281631
727660.579633102,50.6453,-130.0591,10,6.7,0,8,0,-0.17484014582437
727636.721289352,39.7159,39.6292,22.6,6.7,0,10,0,-0.0779301328163138
727294.607191435,-15.0038,-175.52,20.6,6.7,0,2,0,-0.776900137152333
727180.826619792,23.712,121.618,21.7,6.7,0,60,5,0.70022111756733
727180.126241204,23.908,121.6455,6.6,6.7,0,65,1,0.734983223826542
727062.546746643,-11.1605,161.9672,46,6.7,0,15,2,0.0981611262393676
726872.30241169,9.7469,124.7033,0.8,6.7,0,36,0,0.478372367950973
726569.164316088,49.4573,159.1614,16,6.7,0,3,0,-0.600808878096651
726307.636903704,-6.5245,152.787,17,6.7,0,24,0,0.302281108895292
726172.262007523,10.242,-60.5378,12.4,6.7,0,32,0,0.427219845503592
726155.80084537,-20.7697,-69.7649,27.6,6.7,0,2,0,-0.776900137152333
726088.089099769,35.3837,140.3473,48.1,6.7,0,16,0,0.126189849839611
726067.071690393,-8.2561,124.1645,33,6.7,0,3,0,-0.600808878096651
725924.045922917,-27.0011,-108.3202,10,6.7,0,1,0,-1.07793013281631
725869.062818287,7.0895,126.7102,44.9,6.7,0,5,0,-0.378960128480295
725795.35549213,53.4424,-167.2878,10,6.7,0,38,0,0.501853463800496
725631.764084954,19.3632,146.3144,40.5,6.7,0,6,0,-0.29977888243267
725285.641695023,62.2158,-124.2647,10,6.7,0,10,0,-0.0779301328163138
725277.152184607,-9.8092,159.8474,32.9,6.7,0,3,0,-0.600808878096651
725242.529125463,39.4935,75.2668,7,6.7,0,44,2,0.565522543669874
725161.504412847,-15.2997,-173.4718,33,6.7,0,7,0,-0.232832092802057
725084.826194329,7.7593,123.5174,14,6.7,0,5,0,-0.378960128480295
724596.675693981,19.4948,-155.4407,3.8,6.7,0,2,0,-0.776900137152333
724347.067094329,-4.0715,127.8994,26.2,6.7,0,4,1,-0.475870141488351
723856.699849074,-3.5211,143.8642,15,6.7,0,0,0,-Inf
723663.762199653,-57.6838,148.3574,10,6.7,0,0,0,-Inf
736925.124559606,-1.0907,-13.6631,10,6.6,0,2,0,-0.685792229337775
736896.938324537,36.9249,27.4135,7,6.6,0,18,0,0.26845028010155
736887.291680671,-49.4802,164.0251,10,6.6,0,3,0,-0.509700970282094
736844.607887847,-1.2872,120.4335,12,6.6,0,25,0,0.411117783670282
736783.173193866,56.938,162.7868,15.52,6.6,0,9,0,-0.0325797155624311
736659.600354051,39.23,74.0208,17,6.6,0,26,1,0.428151122969062
736633.278,42.8547,13.0884,10,6.6,0,13,1,0.127121127305081
736482.955564815,-2.0967,100.6654,50,6.6,0,4,0,-0.384762233673794
736449.065033681,10.2752,-103.7363,10,6.6,0,0,0,-Inf
736103.642631134,-54.385,-132.2658,17.8,6.6,0,4,0,-0.384762233673794
735941.371441204,7.9401,-82.6865,20,6.6,0,16,0,0.217297757654169
735940.056969676,-6.5108,154.4603,23,6.6,0,57,0,0.769052630670735
735910.148553472,-6.027,148.263,53.4,6.6,0,8,0,-0.0837322380098124
735791.806953935,37.0052,142.4525,20,6.6,0,61,0,0.798507610009011
735779.718890394,-15.2351,-175.458,26,6.6,0,3,2,-0.509700970282094
735713.132080093,49.6483,-127.6525,9.8,6.6,0,3,0,-0.509700970282094
735531.809146991,-58.2594,-12.8022,10,6.6,0,0,0,-Inf
735526.746495602,25.9612,-110.3639,15,6.6,0,0,0,-Inf
735518.394991898,48.55,141.5,10,6.6,0,2,0,-0.685792229337775
735459.655045255,5.718,-78.1251,18.6,6.6,0,3,0,-0.509700970282094
735398.699604167,-9.9513,107.3023,20.6,6.6,0,11,0,0.0545704601564689
735344.001944213,30.2688,103.0202,18,6.6,0,44,0,0.656630451484431
735340.955177778,-3.2237,142.5671,16.3,6.6,0,4,0,-0.384762233673794
735154.021890856,-4.8858,134.0822,34.6,6.6,0,12,1,0.0923590210458689
735151.522324306,-60.6414,153.9333,12.1,6.6,0,6,0,-0.208670974618112
735076.231641898,-17.5507,66.2905,16.2,6.6,0,2,0,-0.685792229337775
734937.298533796,-19.2236,169.7495,33.7,6.6,0,24,0,0.39338901670985
734931.513839468,-22.1221,170.3882,17.4,6.6,0,21,0,0.335397069732163
734883.56969213,-60.701,-55.8579,17.3,6.6,0,12,1,0.0923590210458689
734715.98539456,-3.5147,144.9654,19.6,6.6,0,5,0,-0.287852220665737
734548.152884838,-35.4868,-73.1011,17,6.6,0,17,2,0.243626696376518
734474.133442245,-6.1002,149.9248,30.7,6.6,0,18,0,0.26845028010155
734333.355808449,-38.0635,-73.4649,25.7,6.6,0,42,1,0.636427065396145
734227.70471493,13.6128,92.8746,38.5,6.6,0,13,0,0.127121127305081
734141.908390625,-8.8174,157.5309,17.8,6.6,0,82,1,0.926991627381961
734094.646375463,51.9622,-131.5985,8.7,6.6,0,4,0,-0.384762233673794
734085.820669676,-8.2837,118.6673,32.1,6.6,0,7,0,-0.141724184987499
734015.619142014,-15.2223,-172.491,14.3,6.6,0,196,0,1.30543384635472
733661.547384954,8.1265,-38.6802,3.1,6.6,0,1,0,-0.986822225001756
733608.393802893,-11.0707,164.5275,29.2,6.6,0,20,0,0.314207770662225
733586.486293056,10.996,91.841,27.6,6.6,0,76,0,0.893991367279035
733530.064997338,51.8563,-177.4925,5.1,6.6,0,5,1,-0.287852220665737
733514.246085764,51.8787,-179.1021,26.4,6.6,0,15,1,0.189269034053925
733412.459088657,51.2576,-130.7587,10,6.6,0,7,2,-0.141724184987499
733396.330092245,-38.9483,178.012,42.2,6.6,0,1,0,-0.986822225001756
733373.493069907,-10.9826,162.2113,37.1,6.6,0,3,0,-0.509700970282094
733239.050947685,37.5566,138.4821,7.4,6.6,0,9,0,-0.0325797155624311
733072.901273264,21.1695,144.7656,51.7,6.6,0,2,0,-0.685792229337775
733041.354731366,13.2716,51.3595,8.3,6.6,0,10,0,0.013177774998244
732950.743338426,46.3144,153.1446,20.6,6.6,0,367,2,1.57784383925033
732866.861101273,51.3213,-179.2736,8.5,6.6,0,37,0,0.581379499065239
732797.803653935,-27.0991,-71.235,13.7,6.6,0,39,3,0.604242382024743
732681.355943171,28.2303,-112.1263,14.1,6.6,0,2,4,-0.685792229337775
732413.513948495,-3.472,145.9955,17,6.6,0,4,1,-0.384762233673794
732391.07894838,33.7518,130.249,9,6.6,0,10,0,0.013177774998244
732359.85270544,-35.7916,-16.4313,10,6.6,0,0,0,-Inf
732328.845770949,10.8751,140.9026,51.7,6.6,0,32,0,0.51832775331815
732279.107753009,-26.7054,-113.9632,10,6.6,0,7,1,-0.141724184987499
732253.418190393,49.211,-128.8313,13.2,6.6,0,12,1,0.0923590210458689
732243.372206366,37.3032,138.7706,8.5,6.6,0,75,0,0.888239038389944
732070.192215972,-37.8063,-73.4165,17,6.6,0,7,0,-0.141724184987499
731998.107443634,-58.7911,-15.5966,10,6.6,0,0,0,-Inf
731974.927415857,-3.1066,127.3201,17.4,6.6,0,5,0,-0.287852220665737
731941.081171065,28.9653,58.3044,15,6.6,0,4,0,-0.384762233673794
731937.802738889,35.6653,-121.0549,10,6.6,0,12,0,0.0923590210458689
731920.893169213,55.5858,165.758,9.9,6.6,0,28,0,0.460335806340463
731894.828208796,-0.5894,-19.7373,9.1,6.6,0,5,1,-0.287852220665737
731845.761257523,19.8741,95.6346,4.5,6.6,0,18,0,0.26845028010155
731715.252472569,18.3601,-58.6279,20.3,6.6,0,0,0,-Inf
731631.147635532,53.64,-164.7344,14.5,6.6,0,4,0,-0.384762233673794
731562.354686574,-4.8284,153.3027,52.1,6.6,0,22,0,0.35560045582045
731535.832333565,-55.8131,-36.3353,10,6.6,0,6,1,-0.208670974618112
731527.634820602,51.1966,179.3688,45.8,6.6,0,13,0,0.127121127305081
731512.477316319,63.5545,-148.0675,19.7,6.6,0,35,0,0.55724581934852
730960.905353704,-7.41,155.839,17,6.6,0,35,9,0.55724581934852
730892.765236806,11.877,43.781,17.8,6.6,0,15,1,0.189269034053925
730683.165141667,-7.775,150.888,27.5,6.6,0,12,0,0.0923590210458689
730648.496668171,-50.6,139.589,10,6.6,0,0,0,-Inf
730548.932455903,-6.845,143.818,34.9,6.6,0,12,0,0.0923590210458689
730354.528307176,-16.046,168.018,29.3,6.6,0,4,0,-0.384762233673794
730207.795280903,30.511,79.421,22.9,6.6,0,19,0,0.291931375951073
730183.235032523,28.277,57.203,36.9,6.6,0,15,0,0.189269034053925
730056.68408206,0.8201,125.9567,46,6.6,0,43,1,0.646646230577831
729905.265612731,37.1533,70.1183,30.4,6.6,0,22,0,0.35560045582045
729897.200584028,-17.8595,-65.539,24,6.6,0,12,1,0.0923590210458689
729846.94651713,-40.2828,-74.915,19,6.6,0,3,0,-0.509700970282094
729828.819812268,30.1606,57.6123,43.5,6.6,0,5,0,-0.287852220665737
729508.505304861,-42.4134,42.6807,10,6.6,0,2,0,-0.685792229337775
729475.08955787,51.2772,179.5267,36,6.6,0,20,1,0.314207770662225
729369.358539815,0.837,-29.9229,10,6.6,0,6,0,-0.208670974618112
729317.614387963,31.8699,131.7259,41,6.6,0,7,4,-0.141724184987499
729316.451650579,30.5502,131.1496,17.4,6.6,0,10,1,0.013177774998244
729242.089558218,-15.3592,-173.0763,40.9,6.6,0,14,0,0.159305810676482
729222.421942824,1.0288,120.33,24.9,6.6,0,37,0,0.581379499065239
729134.013555556,-23.9607,-70.0246,49.3,6.6,0,3,0,-0.509700970282094
728994.222556134,10.1551,-104.0205,10,6.6,0,0,0,-Inf
728899.448777546,26.2711,-110.3618,12.2,6.6,0,1,0,-0.986822225001756
728802.923751273,-55.8781,-3.3776,10,6.6,0,2,0,-0.685792229337775
728534.775936806,44.7753,150.0447,18.6,6.6,0,24,1,0.39338901670985
728438.167155324,23.9051,122.4539,16,6.6,0,27,13,0.444541539157231
728340.713706597,-4.9706,104.3283,23.1,6.6,0,2,0,-0.685792229337775
728337.178092361,-10.7633,-128.8418,15,6.6,0,0,0,-Inf
728215.087503009,-5.8952,146.0253,24.4,6.6,0,77,0,0.899668500170726
728207.215148148,-6.1277,128.9698,35.9,6.6,0,4,0,-0.384762233673794
728199.567714699,-53.6417,-51.4879,17.3,6.6,0,1,0,-0.986822225001756
728121.566923727,-25.2319,-70.0546,52.4,6.6,0,0,0,-Inf
728098.495064005,-28.5786,-176.7592,15.6,6.6,0,27,4,0.444541539157231
728065.906120949,-15.2876,-173.2934,21.3,6.6,0,9,0,-0.0325797155624311
727994.418137963,-26.5237,-177.3351,18.2,6.6,0,3,0,-0.509700970282094
727967.560941667,37.6424,137.3057,31.6,6.6,0,23,0,0.374905611015837
727876.155100116,-15.7343,-179.7213,12.8,6.6,0,0,0,-Inf
727854.356029398,6.8794,-76.7619,14.3,6.6,0,71,0,0.864436123717319
727837.231921412,51.2572,-178.052,15.9,6.6,0,39,1,0.604242382024743
727802.404991898,1.36,-80.191,50,6.6,0,1,0,-0.986822225001756
727765.324161343,78.6289,5.4946,10,6.6,0,1,0,-0.986822225001756
727696.753965046,-16.5274,-172.3433,15,6.6,0,3,0,-0.509700970282094
727672.386716435,-5.4575,102.9402,25.8,6.6,0,16,0,0.217297757654169
727503.682900579,-30.2528,-177.9872,21.4,6.6,0,12,0,0.0923590210458689
727469.852054514,-5.804,150.9667,38.3,6.6,0,11,0,0.0545704601564689
727265.483661921,60.8555,167.0162,13,6.6,0,53,1,0.737453644599033
727152.107293403,3.894,97.4046,28.8,6.6,0,5,0,-0.287852220665737
727078.18526875,-0.1293,-80.2849,7.8,6.6,0,1,0,-0.986822225001756
726998.532968634,47.8476,85.0625,54.3,6.6,0,2,0,-0.685792229337775
726983.106974074,-6.0307,-77.2142,2.5,6.6,0,14,0,0.159305810676482
726683.480102662,23.0503,121.9314,11,6.6,0,15,0,0.189269034053925
726478.246515625,-3.1532,130.613,28.7,6.6,0,20,1,0.314207770662225
726384.198901968,-18.8201,-172.4075,42.4,6.6,0,2,0,-0.685792229337775
726329.745259838,-27.2705,-71.0854,38.2,6.6,0,12,0,0.0923590210458689
726307.60112419,-22.0694,174.8922,19,6.6,0,3,0,-0.509700970282094
726287.488342245,8.9346,137.9118,15,6.6,0,0,0,-Inf
726273.847143171,12.4018,121.0654,17,6.6,0,7,0,-0.141724184987499
726272.951184954,26.8119,-111.0365,10,6.6,0,3,0,-0.509700970282094
726161.230350926,55.1823,167.9245,33,6.6,0,12,0,0.0923590210458689
726114.312155903,-28.7057,-177.4517,26.8,6.6,0,3,0,-0.509700970282094
726035.704231713,-2.2876,138.3716,33,6.6,0,13,1,0.127121127305081
725987.498006366,-31.1305,-177.9233,23.4,6.6,0,11,1,0.0545704601564689
725915.011860069,-2.1319,138.183,22,6.6,0,5,0,-0.287852220665737
725814.150326968,32.001,131.81,35.6,6.6,0,7,0,-0.141724184987499
725740.919502083,-14.9926,167.9164,15,6.6,0,4,0,-0.384762233673794
725607.991544329,-34.5094,179.2907,33,6.6,0,7,1,-0.141724184987499
725540.759166088,5.645,125.2817,38.1,6.6,0,3,0,-0.509700970282094
725455.813635764,-2.4893,138.6858,18.4,6.6,0,9,0,-0.0325797155624311
725289.398294097,54.7282,-159.6493,30,6.6,0,9,0,-0.0325797155624311
725164.111265509,0.9698,-28.4377,10,6.6,0,0,0,-Inf
725079.815947917,43.4982,-127.6209,10,6.6,0,3,0,-0.509700970282094
724903.710193634,34.0056,141.6396,20.1,6.6,0,35,0,0.55724581934852
724679.898142593,-9.9593,160.4949,4.4,6.6,0,13,0,0.127121127305081
724632.043114931,-5.4369,151.8845,48.7,6.6,0,12,3,0.0923590210458689
724602.597936574,0.4841,-79.7856,38.8,6.6,0,1,0,-0.986822225001756
724587.68508588,1.5375,128.2201,26.3,6.6,0,25,9,0.411117783670282
724092.081658681,44.5595,151.0329,44.9,6.6,0,4,0,-0.384762233673794
723929.810705671,39.9591,24.391,10,6.6,0,7,0,-0.141724184987499
723874.979534838,-22.4963,170.5653,18.3,6.6,0,8,0,-0.0837322380098124
723792.233119907,43.5289,147.0452,20.8,6.6,0,16,0,0.217297757654169
723708.308623958,29.8952,57.7184,30.9,6.6,0,35,0,0.55724581934852
723700.241544676,-36.0018,-17.0778,10,6.6,0,0,0,-Inf
722915.071089583,3.0209,127.0058,37.9,6.6,0,14,0,0.159305810676482
722807.474464468,23.1656,122.0008,47,6.6,0,13,0,0.127121127305081
722368.495751042,-25.8717,-175.3686,24.1,6.6,0,9,0,-0.0325797155624311
737042.752578588,-54.2177,2.1681,10,6.5,0,0,0,-Inf
737029.272809722,-1.0802,-23.4323,10,6.5,0,0,0,-Inf
737012.103051852,9.5147,-84.4865,19.36,6.5,0,7,0,-0.0506162771729431
736915.555434491,33.1926,103.8552,9,6.5,0,7,0,-0.0506162771729431
736882.336078935,11.1111,124.6194,6.96,6.5,0,5,0,-0.196744312851181
736825.974736921,-56.4277,-25.7827,17.39,6.5,0,34,1,0.635764599855055
736788.736325926,-22.6784,25.1558,29,6.5,0,4,0,-0.293654325859238
736736.585925,9.9071,125.4516,15,6.5,0,10,0,0.1042856828128
736672.617901968,40.4753,-126.1528,12.08,6.5,0,1,0,-0.8957143171872
736670.919136458,5.2834,96.1678,13,6.5,0,4,0,-0.293654325859238
736161.636492824,13.8008,-58.5702,19.4,6.5,0,18,1,0.359558187916106
736071.661727778,-16.0488,-178.4403,12.6,6.5,0,1,3,-0.8957143171872
735971.213266667,6.1087,-82.6574,7.9,6.5,0,8,0,0.00737566980474358
735764.466009954,-10.1131,91.0383,23.1,6.5,0,1,0,-0.8957143171872
735732.274589468,7.1451,-82.24,13.1,6.5,0,19,0,0.383039283765629
735648.393921643,14.596,-58.9719,28.3,6.5,0,0,0,-Inf
735569.058515278,-7.0288,128.4151,25.9,6.5,0,12,0,0.183466928860425
735538.961095139,-30.3139,-71.5019,19.8,6.5,0,2,0,-0.594684321523219
735462.104967593,-41.7685,174.0796,13.8,6.5,0,42,1,0.727534973210701
735436.214955671,-41.6856,174.3589,16.3,6.5,0,78,5,0.99638028550328
